z_spec,z_photo,z_photo_wgt,z_photo_err
0.4182460904,0.5311552882,1,0.1296399534
0.3357301056,0.3133438528,1,0.04151171818
0.5775591731,0.5574215651,1,0.05087992176
0.7560938001,0.5712687373,1,0.07092440873
0.7268682718,0.5909895897,1,0.06779547781
0.4788899422,0.5319418311,1,0.07413961738
0.4732148945,0.5420206189,1,0.0655131489
0.7948328257,0.58877033,1,0.07545524836
0.4853165448,0.5138727427,1,0.05724243075
0.4611727297,0.5598891377,1,0.05144159123
0.5818368196,0.550260663,1,0.06246228144
0.5316655636,0.5547397733,1,0.06539604068
0.5204707384,0.4895215631,1,0.07250726968
0.06788586825,0.07380433381,1,0.03747611865
0.5559357405,0.5418303013,1,0.0535627082
0.3248720765,0.3044207394,1,0.02718861029
0.2144615948,0.2185790241,1,0.03154788166
0.5246554017,0.5960122347,1,0.103268899
0.3637715578,0.5274456143,1,0.06638047844
0.4994097352,0.5647079945,1,0.07815723866
0.538710773,0.558355689,1,0.0569194518
0.07290498167,0.1743863076,1,0.02736265957
0.5344280005,0.5004413724,1,0.07688999921
0.5179653764,0.3491976261,1,0.04523275048
0.2498369515,0.4672244489,1,0.08140704036
0.4293195903,0.4424507618,1,0.07381887734
0.6564806104,0.5086022019,1,0.1176652387
0.5551281571,0.4750114083,1,0.08059518039
0.4826470315,0.547388792,1,0.07020576298
0.6290596724,0.6078766584,1,0.07428579777
0.5499887466,0.4039098918,1,0.07082659006
0.5039314032,0.5341837406,1,0.07360819727
0.5425908566,0.5309460759,1,0.05342495814
0.574872911,0.41565606,1,0.05288022012
0.5671958923,0.5905077457,1,0.06817127764
0.3036200702,0.2862983644,1,0.02910239436
0.516458571,0.5152134895,1,0.1184439808
0.2702226639,0.2843417823,1,0.02726623975
0.2165299952,0.2274470925,1,0.02298904024
0.5489842296,0.6152653694,1,0.07170552015
0.5123599172,0.5382672548,1,0.06891324371
0.4691321254,0.5187397003,1,0.06080000103
0.2580760419,0.2567581534,1,0.03362986818
0.604318738,0.5699883699,1,0.06903527677
0.6134087443,0.5786473155,1,0.07237129658
0.5855599642,0.5543356538,1,0.05878068134
0.6267662048,0.6259553432,1,0.06999512017
0.4970687628,0.4092293084,1,0.05383181944
0.5939452648,0.5557330847,1,0.05981016159
0.2497726828,0.2805328965,1,0.02417688072
0.5225815773,0.5610766411,1,0.0726826787
0.549713254,0.4698820412,1,0.05934875831
0.4650426209,0.524838388,1,0.05087342113
0.5312449932,0.589370966,1,0.08439390361
0.3650784791,0.5655986667,1,0.0642458424
0.3832999766,0.3681934476,1,0.06320159882
0.6040409803,0.5194677711,1,0.06407027692
0.2005727291,0.1789430231,1,0.02925962023
0.1487152129,0.2408020794,1,0.1006660834
0.6213489175,0.5922986865,1,0.08988200128
0.527367115,0.5377649665,1,0.05053056777
0.5189736485,0.5369293094,1,0.05659482628
0.3670059144,0.4036338031,1,0.06232158095
0.3238561749,0.2698690593,1,0.02934332378
0.2992105186,0.3325024247,1,0.03676940873
0.3071787655,0.2389671803,1,0.03248593956
0.6070584059,0.5914645791,1,0.06265871972
0.6447415352,0.4916537404,1,0.08471853286
0.4833482504,0.5355912447,1,0.06297353655
0.2728895843,0.337810874,1,0.04127087817
0.4847248793,0.499589622,1,0.05453072116
0.6031550765,0.5438038707,1,0.09588479996
0.330563724,0.4425533414,1,0.06375093758
0.4363193512,0.5256927013,1,0.0518598184
0.6248284578,0.592359364,1,0.08455745876
0.5866635442,0.524089396,1,0.07543145865
0.5821356177,0.6227399707,1,0.07939904183
0.6017925143,0.5479183793,1,0.05965847895
0.6256556511,0.5529896021,1,0.07057967782
0.6990973353,0.5433194637,1,0.07904207706
0.6330495477,0.5689681768,1,0.08024918288
0.569812119,0.4409722686,1,0.07669595629
0.5947226882,0.4438203573,1,0.066427432
0.5681235194,0.5565401912,1,0.04972989112
0.708812654,0.5504794121,1,0.05325167999
0.3746211529,0.4258681834,1,0.08205085993
0.4429266751,0.395660013,1,0.07743456215
0.2201795727,0.4097967148,1,0.1110262796
0.5160577297,0.6064720154,1,0.07187054306
0.4557720423,0.5347442031,1,0.1067916229
0.2804580629,0.2998102903,1,0.02627011575
0.4528355002,0.5762120485,1,0.07028262317
0.6031563282,0.5165481567,1,0.07510051876
0.5111004114,0.5529136658,1,0.06581007689
0.5609561801,0.513248682,1,0.08082062006
0.5421617627,0.5409899354,1,0.08885096014
0.3718619049,0.3496805429,1,0.05415311828
0.6342653632,0.5835233927,1,0.07194627821
0.2161669433,0.2769188583,1,0.02057337575
0.1692422032,0.1753160805,1,0.02637466043
0.3873042166,0.5035979748,1,0.08702096343
0.4342505932,0.5182988048,1,0.0753820166
0.4836313426,0.6011510491,1,0.07188744098
0.5783857107,0.5186945796,1,0.07736755908
0.5845092535,0.5850080252,1,0.07868807763
0.7853041291,0.5819380879,1,0.0491732806
0.6362053752,0.5628663301,1,0.07318750769
0.2352751493,0.2331953049,1,0.01987204887
0.6431705356,0.564861536,1,0.06942693889
0.5799558163,0.5496999621,1,0.06121027842
0.819417417,0.5903369188,1,0.1346150339
0.6312502027,0.5537369251,1,0.09913098067
0.5273097754,0.5864657164,1,0.0612340793
0.4280653298,0.5102488995,1,0.06579387933
0.2922124565,0.3910015225,1,0.05798171833
0.6003245711,0.5337870717,1,0.06439229846
0.250754565,0.5274354815,1,0.08604360372
0.5059047937,0.5085224509,1,0.06601797789
0.4893085361,0.5720855594,1,0.07689447701
0.5954495072,0.5489863753,1,0.06583715975
0.3402670622,0.3624873161,1,0.05084344
0.5328395963,0.4195356369,1,0.07721697539
0.4983241856,0.5470929146,1,0.05149007961
0.4802636504,0.4458618164,1,0.06063577905
0.2541771531,0.2857360542,1,0.02934332378
0.5511103868,0.5238086581,1,0.07536672056
0.6330429316,0.5579061508,1,0.05821343884
0.587718904,0.5443674326,1,0.1050358415
0.4809849858,0.5043056011,1,0.05995946005
0.6293069124,0.5094937086,1,0.05847464874
0.2958785594,0.3159405291,1,0.03186943009
0.5709771514,0.585359633,1,0.06335306913
0.5372543335,0.5250377059,1,0.1530725211
0.107596375,0.06178725138,1,0.0379656218
0.4128072262,0.4003335834,1,0.06745237112
0.5507087708,0.3822210133,1,0.06817755848
0.5415892601,0.5182677507,1,0.0635163635
0.5728833079,0.5372923017,1,0.07485104352
0.5321914554,0.377163738,1,0.07683713734
0.5184056163,0.508503437,1,0.06591311842
0.4409409463,0.5397142172,1,0.05773302168
0.6084525585,0.5610653758,1,0.05884997919
0.04447217286,0.07380433381,1,0.03747611865
0.4377511144,0.5881954432,1,0.06645771861
0.3880429566,0.5303653479,1,0.0604939498
0.5136482716,0.5215664506,1,0.06011037901
0.4927218258,0.4005692005,1,0.04484990984
0.3496044576,0.4938310981,1,0.06968192011
0.2449166179,0.2217602879,1,0.02386979945
0.6525241137,0.5403273106,1,0.06424319744
0.4358393848,0.5003384948,1,0.1336365789
0.593695879,0.517608881,1,0.06302604079
0.07184153795,0.1689100713,1,0.03968136013
0.4104869068,0.4669593573,1,0.07620479912
0.4505488873,0.5528953671,1,0.06197021902
0.373041153,0.4515826702,1,0.1477268934
0.298412472,0.3508246839,1,0.04042080045
0.6352531314,0.5204771757,1,0.1128269583
0.5193391442,0.4448971152,1,0.08825179935
0.5542014837,0.3897592425,1,0.05370439962
0.603921771,0.6214296818,1,0.08869168162
0.4709522426,0.5507400036,1,0.08334480226
0.4811448157,0.5042355061,1,0.07406035811
0.3332312703,0.5613752007,1,0.09033024311
0.5333300829,0.5494048595,1,0.05682517961
0.5030911565,0.5568007231,1,0.08183278143
0.6130071282,0.545842886,1,0.0577679798
0.3852945864,0.4083228707,1,0.04263583943
0.56406039,0.5623045564,1,0.04727071896
0.6227802634,0.5650811195,1,0.06631488353
0.639249742,0.5736660957,1,0.05522400141
0.4972394407,0.5189020038,1,0.0716663599
0.5085479617,0.4765454829,1,0.08340678364
0.7452296615,0.5870682001,1,0.06983283907
0.3374783099,0.3220387697,1,0.09430608153
0.1766867787,0.4934910238,1,0.07516893744
0.5239605904,0.5939357877,1,0.05137069896
0.571125865,0.4768565297,1,0.09048750252
0.3117159307,0.2880519032,1,0.02843707055
0.6334816217,0.6018422842,1,0.0837502405
0.5682344437,0.5526337028,1,0.05835416168
0.5039271712,0.5467169285,1,0.04810383171
0.2656811774,0.559271276,1,0.1132023185
0.5216337442,0.5180664062,1,0.06667836756
0.4300552309,0.5692004561,1,0.09540700167
0.3997490406,0.4615752995,1,0.07169915736
0.6876415014,0.5758437514,1,0.07649712265
0.540289402,0.5159714818,1,0.04969711974
0.5521402359,0.6136253476,1,0.07115065306
0.6097744703,0.5913610458,1,0.05935227871
0.5649767518,0.5378488898,1,0.07382567972
0.5272209644,0.5881028175,1,0.08477421105
0.6585626602,0.5174638033,1,0.05428121984
0.3669305444,0.3566864133,1,0.0585683994
0.2630856633,0.5345767736,1,0.06595680118
0.5468531847,0.5916723013,1,0.09526751935
0.5737266541,0.6236692667,1,0.07294815779
0.4410676658,0.4993249476,1,0.0620345585
0.6816626787,0.5960841775,1,0.09552708268
0.6815103292,0.506988585,1,0.06590440124
0.4923000038,0.5650107265,1,0.07454460114
0.5921990871,0.3295408785,1,0.04911030084
0.2538894415,0.2433885038,1,0.02598528005
0.510404706,0.5760468245,1,0.05194503814
0.5222004056,0.5616666079,1,0.07441692054
0.6119248867,0.5745533705,1,0.0637800023
0.6082863808,0.5192267895,1,0.0592206195
0.5974462628,0.552457571,1,0.1062965393
0.3700698316,0.443010062,1,0.08080863953
0.3258004189,0.3147022128,1,0.03936871141
0.4821556807,0.5434557199,1,0.058228679
0.5792313814,0.5822997689,1,0.08743707091
0.6418219209,0.5395489931,1,0.06986249983
0.5632454753,0.5947443247,1,0.07390291989
0.49713853,0.5161759853,1,0.07431168109
0.554556191,0.5280796289,1,0.06424181908
0.6544783115,0.5547556877,1,0.05737283826
0.6285228133,0.5483646989,1,0.08633196354
0.5135475397,0.4930318892,1,0.0867016837
0.3350573182,0.4043481052,1,0.04097273946
0.5486069918,0.52641958,1,0.06413471699
0.3632294536,0.3559282422,1,0.04638067633
0.4894721806,0.5661292076,1,0.06051804125
0.2333277166,0.2899015248,1,0.03157104179
0.3638786077,0.3454351127,1,0.08047603071
0.2646430135,0.2524719536,1,0.02672228031
0.3605693877,0.253762573,1,0.03642623872
0.5751200914,0.5965194702,1,0.06909312308
0.3993356526,0.5151414275,1,0.0703260377
0.2976972163,0.3505919576,1,0.04333439842
0.3964855373,0.3654875457,1,0.04687338695
0.3654498458,0.4401087463,1,0.05677044019
0.4833348095,0.5418141484,1,0.06126439944
0.5626342893,0.5598148704,1,0.04650996998
0.5717517138,0.520665884,1,0.1279595792
0.6142637134,0.5030016303,1,0.08802723885
0.5030297041,0.5172892809,1,0.06376448274
0.2244694233,0.2186063379,1,0.02929065935
0.462154597,0.5318073034,1,0.05992567912
0.5456859469,0.5219272971,1,0.07176751643
0.4856998026,0.3883435726,1,0.04620542005
0.5512005687,0.5301228166,1,0.06251648068
0.5703860521,0.5306282043,1,0.06672143936
0.6072275639,0.5736217499,1,0.05723826587
0.02895982377,0.08748915792,1,0.04275479913
0.5243898034,0.5412290692,1,0.07017417252
0.5656219721,0.5212278366,1,0.0659071207
0.5020622015,0.5000427365,1,0.07465968281
0.3422980905,0.4043158293,1,0.04370142147
0.2974267304,0.2711873949,1,0.04090353101
0.4519867003,0.572928071,1,0.07139951736
0.3169855475,0.4583115578,1,0.09662167728
0.2482012659,0.2849035263,1,0.02470464073
0.5686658621,0.5571959019,1,0.0554385297
0.3997426033,0.5337024927,1,0.05501952022
0.6039057374,0.6073770523,1,0.07065791637
0.5287978649,0.4834935367,1,0.07420811802
0.5148979425,0.4930318892,1,0.09292176366
0.5545649529,0.5495260358,1,0.06756672263
0.5066677332,0.6016263962,1,0.08325628936
0.2669465244,0.2779043019,1,0.02112641931
0.5164163113,0.5098068714,1,0.06473693997
0.5631691217,0.5160136819,1,0.06860247999
0.5510157347,0.5916723013,1,0.08158752322
0.531714797,0.5370044112,1,0.05146326125
0.4765335619,0.3892560303,1,0.05505371839
0.510629952,0.5888799429,1,0.07438527793
0.6458051801,0.5482341051,1,0.07329647988
0.4687213004,0.5319364667,1,0.05177910998
0.2700635493,0.5347992182,1,0.05278848112
0.4385981262,0.4159853756,1,0.04617575929
0.5738434792,0.4868605137,1,0.1410718411
0.6410334706,0.5888008475,1,0.1068476364
0.5242872834,0.5276016593,1,0.06185264885
0.4130685627,0.5409017801,1,0.06739577651
0.2707501054,0.5406284332,1,0.05439956114
0.8182713389,0.5449473858,1,0.08410359174
0.6934538484,0.5200101137,1,0.0854915604
0.4387847781,0.4827476144,1,0.07458747923
0.5062970519,0.5517250896,1,0.07238592207
0.5690086484,0.5416619778,1,0.05719896033
0.4677009881,0.5401629806,1,0.07342734188
0.2602609098,0.2681690156,1,0.02550652064
0.5744991302,0.5374536514,1,0.05844667926
0.5754587054,0.5519561768,1,0.06413687766
0.5362076163,0.5554807782,1,0.06941916049
0.6246795058,0.5151894689,1,0.05325052887
0.719879806,0.5941713452,1,0.06080301106
0.7017800808,0.550054729,1,0.06778927892
0.2510586679,0.1868408173,1,0.02455068007
0.6273722053,0.5459217429,1,0.06926997006
0.3916785717,0.3950214088,1,0.07407864183
0.4940740764,0.5900605917,1,0.09087826312
0.4527147114,0.5182538629,1,0.069317393
0.5456582904,0.5125202537,1,0.05318360031
0.5745281577,0.568469584,1,0.06842374057
0.1777770668,0.1865796298,1,0.02836715989
0.7412435412,0.6117594242,1,0.08315154165
0.5799666047,0.5488284826,1,0.05873360857
0.4866595864,0.5517421365,1,0.05463743955
0.6747579575,0.4969150722,1,0.09517859668
0.6592316628,0.5284979939,1,0.06787714362
0.5139074922,0.5428210497,1,0.06263888627
0.2577702403,0.254612118,1,0.03623815998
0.1838267446,0.2407339066,1,0.06402242184
0.2298928797,0.3775036931,1,0.05593668669
0.4365529716,0.5294361711,1,0.07591266185
0.4991571903,0.5483330488,1,0.06298907846
0.4624160528,0.5260347128,1,0.07099872082
0.3452439606,0.2812174559,1,0.02330528013
0.4567871988,0.5009437799,1,0.09017088264
0.4914357364,0.5178838968,1,0.04640540853
0.4824502468,0.5573293567,1,0.0669785589
0.3427827656,0.4218148887,1,0.0670632869
0.5345147252,0.582064569,1,0.06717599928
0.4296065867,0.5073652267,1,0.05089518055
0.5672824383,0.6132760644,1,0.09106662124
0.5114430785,0.5798106194,1,0.06370784342
0.5917755961,0.5182843208,1,0.05647274852
0.5854097605,0.5394086838,1,0.06307727098
0.6539751291,0.5267614126,1,0.06248044968
0.294950217,0.336119622,1,0.04378116131
0.5596334338,0.5781089067,1,0.07838646322
0.4107602239,0.3791688979,1,0.0466122292
0.4280416667,0.408833921,1,0.0748578608
0.2880328894,0.3132701516,1,0.03826896101
0.465572685,0.5519946814,1,0.06330072135
0.5797818303,0.5194058418,1,0.06486479938
0.3819207251,0.3545661867,1,0.05888630077
0.2533995509,0.4870102406,1,0.09332387894
0.5932425857,0.5290591121,1,0.07665534317
0.4853014648,0.5694854259,1,0.06807848066
0.4687012434,0.5217494369,1,0.07352428138
0.5401785374,0.5037929416,1,0.101136677
0.6077132821,0.637817204,1,0.08584611863
0.6026037335,0.5883055925,1,0.06322675943
0.4687969685,0.5432621241,1,0.07060216367
0.6564052701,0.5613342524,1,0.07156968117
0.5587633848,0.5908853412,1,0.06628554314
0.5914620161,0.5876105428,1,0.08974125981
0.4355344772,0.4675886035,1,0.06572476029
0.5590654612,0.5022696853,1,0.07176834345
0.5490977764,0.5590033531,1,0.08595178276
0.6305639744,0.5387616158,1,0.07203140855
0.5562958717,0.4515826702,1,0.1474235803
0.5610767603,0.521461606,1,0.07149208337
0.5717779994,0.5280988812,1,0.07534071803
0.49801597,0.5520464182,1,0.06702872366
0.3091517091,0.3135512173,1,0.04011119902
0.304743588,0.4621415734,1,0.07116991282
0.4591428339,0.5241703987,1,0.06004080176
0.4077835679,0.3199938834,1,0.04112130031
0.3865031004,0.3292608261,1,0.05389339849
0.5526519418,0.5554788709,1,0.07223398983
0.6140006781,0.5507599711,1,0.04945402965
0.1577509344,0.1942401081,1,0.02797357924
0.3857288957,0.4878512025,1,0.08338908106
0.5786739588,0.5385228395,1,0.06338892132
0.6011849046,0.5871116519,1,0.07341696322
0.3713544607,0.3925664127,1,0.0510912016
0.3310013711,0.4239633679,1,0.04753524065
0.1489129215,0.4134399295,1,0.1492228359
0.524766922,0.5826520324,1,0.06268764287
0.631221354,0.5142670274,1,0.04922012985
0.2556116283,0.4642383456,1,0.1046282426
0.6047145128,0.5550205112,1,0.05510529876
0.5732430816,0.5247658491,1,0.06224820018
0.5301462412,0.5469008088,1,0.07418207824
0.6255888939,0.5110887289,1,0.06292924285
0.6065098047,0.5314238071,1,0.06268695742
0.4380019903,0.5124735832,1,0.0714815408
0.626314044,0.5782566071,1,0.05836296082
0.4049287438,0.6020520926,1,0.08440823853
0.6661335826,0.5541441441,1,0.0713204816
0.4295739233,0.4102697372,1,0.07257050276
0.4824600518,0.5253661275,1,0.07255872339
0.6448144913,0.5205119252,1,0.07482600212
0.6438611746,0.4554309845,1,0.1180272624
0.48481372,0.5589430332,1,0.06632027775
0.282997489,0.3813960254,1,0.04815360159
0.6642475128,0.5226137638,1,0.07002633065
0.7013825774,0.5945961475,1,0.09609639645
0.560829699,0.5739319921,1,0.05815757066
0.4366880059,0.5623163581,1,0.05520356819
0.06518240273,0.6072748303,1,0.07748048007
0.5262049437,0.583339572,1,0.1024495214
0.6799120307,0.5972316265,1,0.08076170087
0.5496323705,0.5185269117,1,0.05274021998
0.07877039164,0.07380433381,1,0.03747611865
0.5502537489,0.5798710585,1,0.07162372023
0.5502794981,0.5561219454,1,0.05593042076
0.4148290455,0.3859257102,1,0.04303802922
0.05976140127,0.07380433381,1,0.03747611865
0.5047239661,0.53517133,1,0.06353718787
0.5155473948,0.5344993472,1,0.07030237466
0.2696985602,0.3869008422,1,0.07771512121
0.6024876833,0.5585955977,1,0.07639893144
0.4870443344,0.5117831826,1,0.06593147665
0.4653871059,0.5614240766,1,0.05509160832
0.497598052,0.5464630723,1,0.05426514149
0.4813069403,0.5242849588,1,0.07401805371
0.2863888144,0.303019017,1,0.02761220001
0.2218250334,0.4295634627,1,0.1233403236
0.5314651728,0.562082231,1,0.05383529887
0.2748201787,0.2910673618,1,0.02586553432
0.3531692624,0.5329634547,1,0.07210940123
0.282925725,0.3300931454,1,0.03427404165
0.2774294615,0.3216978312,1,0.03398375958
0.5591420531,0.522310853,1,0.06717599928
0.4893508554,0.5238628387,1,0.05761670321
0.4187751114,0.4458102584,1,0.07363999635
0.5771232843,0.5096974969,1,0.06286613643
0.2194800079,0.213822335,1,0.03324887902
0.5408511162,0.6162465215,1,0.06849008054
0.5454394221,0.5572011471,1,0.06047394127
0.517288208,0.5301358104,1,0.06141323969
0.6319882274,0.5917639136,1,0.07602687925
0.6586775184,0.5468512177,1,0.05749043822
0.6024776697,0.549497664,1,0.06817337871
0.5870816112,0.5415099263,1,0.06693817675
0.6826884151,0.5695104003,1,0.07328382134
0.4682915807,0.5333377123,1,0.06358832866
0.4179062247,0.5537642837,1,0.05791015923
0.4983381629,0.5219712853,1,0.07058595866
0.6092855334,0.5633448958,1,0.06256818026
0.6028351188,0.5560468435,1,0.06422393769
0.5644845963,0.5671206713,1,0.06949348003
0.5487753749,0.5710065961,1,0.07235965133
0.6028341055,0.507401526,1,0.05378222093
0.2962836623,0.2315681875,1,0.03410607949
0.698177278,0.5702648759,1,0.1158199832
0.4442704916,0.5992098451,1,0.06402727962
0.6347899437,0.5570726991,1,0.06332976371
0.5754917264,0.5591631532,1,0.05643071979
0.4756032825,0.4996032119,1,0.05494105816
0.4117881954,0.5639699697,1,0.06540911645
0.504237473,0.5754451156,1,0.08108197898
0.4692412913,0.54066962,1,0.07736755908
0.2430283874,0.2423536927,1,0.02333142981
0.5095421076,0.5612732172,1,0.07971479744
0.5216872692,0.5458401442,1,0.08509325981
0.5274357796,0.5025454164,1,0.07938828319
0.6373300552,0.548897922,1,0.07937271893
0.5119411349,0.6095108986,1,0.08158759028
0.5193029046,0.4951268137,1,0.06730768085
0.4931755662,0.5689670444,1,0.0608836785
0.5598258376,0.5616018772,1,0.05296872184
0.4739187956,0.4675379395,1,0.04669480026
0.5045486093,0.5506651998,1,0.05320030078
0.4425188005,0.5752934813,1,0.07457423955
0.6346347332,0.5344679356,1,0.05859779939
0.5661439896,0.5482899547,1,0.08354345709
0.1557149887,0.2467751056,1,0.03905285895
0.4883082807,0.5322543383,1,0.0664819181
0.7606378794,0.5622062683,1,0.0656299144
0.5689743757,0.528798461,1,0.06115075946
0.2490784526,0.2680346072,1,0.02630628087
0.515101254,0.4917978644,1,0.05126937851
0.3583518267,0.4258479774,1,0.07385683805
0.7430227399,0.5315592289,1,0.06743711978
0.3769671619,0.5489114523,1,0.07315848023
0.5036461949,0.5898942351,1,0.07067020237
0.4990044236,0.5599002838,1,0.07516031712
0.5955376625,0.5726715922,1,0.05310771987
0.4870278239,0.5910300016,1,0.08048419654
0.3875260949,0.4926401377,1,0.06978519261
0.5264430046,0.5641534328,1,0.0645301789
0.29716748,0.2458121777,1,0.01953884773
0.466976285,0.5039084554,1,0.04976531863
0.6269201636,0.6041622758,1,0.07315012068
0.5713655949,0.6047312021,1,0.07020107657
0.5608201027,0.5487790704,1,0.0608246997
0.5151098967,0.5750023127,1,0.08518054336
0.6121653914,0.5310500264,1,0.08460877836
0.7392017245,0.5536518097,1,0.06583376974
0.525177896,0.5501929522,1,0.06912121177
0.4237465262,0.5315719843,1,0.09096688032
0.1130311266,0.1770760268,1,0.04560511932
0.5013288856,0.5475278497,1,0.05760747939
0.3217472136,0.337823391,1,0.04167915881
0.5509956479,0.6202157736,1,0.07261242718
0.558770895,0.5180110931,1,0.07267499715
0.6268661022,0.5423886776,1,0.06808736175
0.477522254,0.5057252645,1,0.05620146915
0.458894223,0.4101083577,1,0.0438147001
0.5837199092,0.5248794556,1,0.05842363834
0.3688846231,0.3563415706,1,0.03666641936
0.6512708068,0.5838046074,1,0.06660863757
0.3866820931,0.5113470554,1,0.06437367946
5.810223103,0.5060277581,1,0.0592793785
0.5394320488,0.5544181466,1,0.06351444125
0.4927187562,0.5168929696,1,0.07979927957
0.5863323808,0.5990778804,1,0.08600076288
0.4236162007,0.5250754356,1,0.0802474767
0.2910172939,0.3542658091,1,0.05135117844
0.3077199757,0.4515826702,1,0.1460168958
0.5934412479,0.5283076763,1,0.06392268836
0.6421717405,0.5119901299,1,0.04697471857
0.4512550235,0.5016727448,1,0.0718004331
0.5178272128,0.5520930886,1,0.05827536061
0.704526782,0.6136904955,1,0.06822326034
0.462238282,0.5318101645,1,0.05855334923
0.548807025,0.5620417595,1,0.05443103984
0.4549123049,0.583339572,1,0.1398739219
0.5265973806,0.5539830327,1,0.05804669857
0.710377574,0.5534475446,1,0.06590779871
0.4820501208,0.609587431,1,0.07872956246
0.2681333721,0.2727296054,1,0.02469201945
0.6397080421,0.5819540024,1,0.06033639982
0.5439578295,0.5201251507,1,0.05407787114
0.5766534209,0.5770735741,1,0.06253518164
0.5961556435,0.5200241804,1,0.08633808792
0.4716923237,0.5434027314,1,0.06083983928
0.6658614874,0.4910118282,1,0.07352428138
0.5126305819,0.5291683674,1,0.06633156538
0.6129710078,0.5942580104,1,0.09670700133
0.6505693197,0.595143199,1,0.07526835054
0.702014029,0.5725389123,1,0.07112622261
0.4782423079,0.5789917707,1,0.06420846283
0.3216838241,0.3682441115,1,0.03976726159
0.5265435576,0.4944836199,1,0.09830012172
0.446377784,0.4944233894,1,0.07316178083
0.4858720303,0.5617494583,1,0.08885268122
0.518229425,0.5234379172,1,0.06348924339
0.4508819878,0.4502678514,1,0.08867376298
0.568887651,0.5672214031,1,0.05637944117
0.7508305311,0.5375209451,1,0.08796480298
0.4967574775,0.3511588573,1,0.1151261106
0.5245994925,0.5834294558,1,0.06877695769
0.4948195517,0.4984501302,1,0.0491476804
0.4422560036,0.5524107814,1,0.05918956548
0.6889788508,0.5542330742,1,0.07851692289
0.1677413285,0.08748915792,1,0.04275479913
0.5799164176,0.5519565344,1,0.05675112084
0.4855009913,0.3811751902,1,0.05785373971
0.3330995142,0.3299578428,1,0.02910719998
0.5980401039,0.5281752348,1,0.06720144302
0.5432943106,0.5136108994,1,0.05851871893
0.6109837294,0.5537350774,1,0.05894928053
0.6654958725,0.5883789659,1,0.07093861699
0.2286187261,0.3079355061,1,0.06691212207
0.4925138652,0.5959290266,1,0.05582939833
0.4226188958,0.3797821999,1,0.04435608163
1.372717381,0.5010406971,1,0.09132087976
0.6224118471,0.5507624149,1,0.06581448019
0.5833742619,0.5655727983,1,0.06443882734
0.2170710117,0.244686991,1,0.05318231881
0.5614364743,0.5312907696,1,0.05347001925
0.2887120247,0.4203313887,1,0.05457618088
0.3685327768,0.4034360945,1,0.06947424263
0.5131686926,0.5985997915,1,0.08155293763
0.4742166698,0.5204479098,1,0.06350810081
0.6234806776,0.5917063355,1,0.1119776368
0.4829184711,0.5483798981,1,0.08063392341
0.5656880736,0.5661385059,1,0.06301578134
0.6148819923,0.5710473061,1,0.06939268112
0.3434627056,0.5181389451,1,0.1308111846
0.621775806,0.5842199326,1,0.06310596317
0.5529635549,0.5725407004,1,0.06626483798
0.542820394,0.5258356333,1,0.05928882957
0.5931977034,0.5107573271,1,0.06927827746
0.6329825521,0.5040140748,1,0.04975840077
0.6197793484,0.5463383198,1,0.06107192114
0.5692228079,0.5372444391,1,0.06545990705
0.2912606597,0.3071479499,1,0.0415324606
0.4686404765,0.4389799535,1,0.06687460095
0.4890419245,0.4794668853,1,0.05563782156
0.5866817236,0.5882952809,1,0.05909591913
0.6496630907,0.5558280349,1,0.06107743829
0.3813101649,0.3152852356,1,0.07267019898
0.5110391378,0.5152317286,1,0.05009723827
0.4806576073,0.5613440871,1,0.08116800338
0.7322056293,0.5296435356,1,0.05873360857
0.5213525891,0.5677794814,1,0.08164296299
0.6218627095,0.5639238954,1,0.0547003001
0.5014531016,0.5291406512,1,0.05447670072
0.476385504,0.4966991842,1,0.07268576324
0.4793669283,0.5329127312,1,0.08476804197
0.5786696076,0.5618561506,1,0.05368639901
0.5702515841,0.3713696897,1,0.1437347382
0.54918015,0.5523954034,1,0.05213252455
0.3764825165,0.5664408803,1,0.05234906822
0.6574563384,0.5925680399,1,0.06856329739
0.2655807137,0.2737895846,1,0.01947871968
0.5965168476,0.515165031,1,0.06571099907
0.5875809193,0.1968998462,1,0.05029097944
0.4788745642,0.5320796371,1,0.07081452012
0.6527483463,0.5516648889,1,0.0651845634
0.5526867509,0.5408123136,1,0.08077768236
0.6603016257,0.6259038448,1,0.07526612282
0.5159132481,0.503942132,1,0.06853300333
0.5167465806,0.5825439095,1,0.06670691818
0.577278614,0.562502861,1,0.05977677181
0.4038953781,0.5135948062,1,0.05537497997
0.5914295316,0.4869146645,1,0.09700127691
0.603043437,0.5243410468,1,0.06050569937
0.5716597438,0.6099714041,1,0.07020107657
0.5655636787,0.5239566565,1,0.07376941293
0.5094198585,0.5938752294,1,0.08751203865
0.4917531312,0.4690446854,1,0.08315643668
0.5233426094,0.482047379,1,0.09474954009
0.7378484011,0.5859906077,1,0.08815387636
0.5099176764,0.5574771166,1,0.06815405935
0.3174384832,0.2961274683,1,0.03024444915
0.6316646338,0.5564414859,1,0.07722313702
0.6464657187,0.5171054006,1,0.06244146079
0.6858679652,0.5591718554,1,0.07838621736
0.6340184808,0.5549708605,1,0.05430860072
0.4969629347,0.5355338454,1,0.05753013119
0.5328789353,0.5188141465,1,0.07722313702
0.5074437261,0.5500925183,1,0.06844860315
0.6042636037,0.5816239119,1,0.07188212126
0.182127893,0.2343906611,1,0.03029832989
