z_spec,z_photo,z_photo_wgt,z_photo_err
0.4556105435,0.555028975,1,0.06800221652
0.5597907901,0.5465077162,1,0.0592838414
0.5213606954,0.5420939922,1,0.05432659388
0.4916436672,0.5010485649,1,0.04574295878
0.6027666926,0.6056173444,1,0.07345461845
0.5232420564,0.4918686152,1,0.08663216233
0.6067611575,0.5583088398,1,0.09424141794
0.4110065103,0.5813114047,1,0.05667043105
0.6322203279,0.5653710365,1,0.06208721921
0.2440221906,0.4118673205,1,0.1238575801
0.4391458929,0.3866095841,1,0.04528024048
0.4796587825,0.5638728738,1,0.05949800834
0.2832131982,0.2756636441,1,0.03621906042
0.5912835598,0.5745173693,1,0.07165399939
0.5227464437,0.5440515876,1,0.0696657598
0.3418685794,0.4803476036,1,0.1011115834
0.6052690148,0.5589609742,1,0.05335403979
0.5300440192,0.4926356077,1,0.09270720184
0.6020770669,0.5661371946,1,0.09830012172
0.5755242705,0.5207982659,1,0.05958480015
0.2980193198,0.370026648,1,0.06140159816
0.2313067764,0.2286104411,1,0.02852058038
0.3726100326,0.3866390586,1,0.04749149829
0.6169859767,0.5711599588,1,0.07018703967
0.2774843276,0.2301406413,1,0.02272103913
0.4543246627,0.3766025603,1,0.03728210181
0.5004146099,0.5482948422,1,0.07212589681
0.4522250891,0.5407201648,1,0.06331057847
0.333217442,0.3372597098,1,0.03499985859
0.5162790418,0.5568711162,1,0.06283394247
0.6115167141,0.5842320323,1,0.07441692054
0.4998878539,0.4901424944,1,0.0529685393
0.5650089979,0.5665464401,1,0.06407128274
0.506320715,0.5555866957,1,0.04730449989
0.6277758479,0.5937375426,1,0.09121572226
0.465370357,0.500030756,1,0.0732723996
0.3876528144,0.5754787922,1,0.06951581687
0.6569581032,0.5515363216,1,0.05935908109
0.5178954601,0.4495977759,1,0.08246160299
0.5806291103,0.505399704,1,0.06850422174
0.56379354,0.5606486201,1,0.06836148351
0.3203836083,0.3674737811,1,0.04340159893
0.4689923823,0.5183314085,1,0.0588606298
0.3093181551,0.5264502764,1,0.1233924404
0.1748877168,0.08748915792,1,0.04044479877
0.6151662469,0.5726587772,1,0.0756732896
0.5044064522,0.4572652876,1,0.0782174021
0.5525404215,0.487830013,1,0.09169901907
0.470741719,0.5172322989,1,0.05581824109
0.6614002585,0.5815709233,1,0.06299608201
0.5091098547,0.5049626827,1,0.06672432274
0.6166694164,0.5626749992,1,0.06777560711
0.455635339,0.5426014662,1,0.07194600254
0.5075160861,0.5042173862,1,0.06747572124
0.6499629617,0.5829952955,1,0.08726605773
0.4785519838,0.5161107779,1,0.07045608014
0.5429121852,0.5222738385,1,0.06154175848
0.4457705617,0.5332853794,1,0.06848187
0.2355583608,0.2111395001,1,0.02910060063
0.4669149518,0.5203227997,1,0.06137337908
0.541059494,0.3729492426,1,0.1616487652
0.7160867453,0.5339672565,1,0.06447395682
0.5892544985,0.6162880063,1,0.08420799673
0.6613984704,0.5935251117,1,0.05632479861
0.3144393265,0.3450871408,1,0.0364372395
0.530846417,0.5285117626,1,0.07728015631
0.224287197,0.2457261533,1,0.0197054483
0.5036858916,0.5787290931,1,0.07619807869
0.3275241554,0.3260008693,1,0.04191951826
0.4929730296,0.5201151371,1,0.06203424186
0.6351630092,0.5692284107,1,0.07147045434
0.4975095689,0.5574445128,1,0.05342246965
0.3626626432,0.5783299208,1,0.08716967702
0.4987952411,0.6093312502,1,0.06952992082
0.5212149024,0.5350605845,1,0.05962752178
0.04524931312,0.07380433381,1,0.03747611865
0.4290324152,0.5539698005,1,0.06221124157
0.5097904801,0.6097940803,1,0.09452982247
0.4990842938,0.4933347404,1,0.07503023744
0.701148808,0.5218673944,1,0.1217842624
0.5659896731,0.4845316112,1,0.08704023808
0.3317439258,0.3869203031,1,0.06054111943
0.5983109474,0.4895396233,1,0.1594219208
0.2358020842,0.2568671107,1,0.03269805014
0.5329692364,0.507948041,1,0.06053183973
0.4984205365,0.5221836567,1,0.06680505723
0.6934176683,0.558619082,1,0.07299432158
0.496366322,0.4634659886,1,0.08167333156
0.2162519991,0.2033642977,1,0.02773316018
0.7262699604,0.5637093782,1,0.0591112785
0.5877198577,0.562748313,1,0.05417713895
0.6929906607,0.5566192269,1,0.0577679798
0.6098224521,0.5677985549,1,0.07986479998
0.5081452727,0.5423651934,1,0.06825935841
0.5744380951,0.5915581584,1,0.05818624049
0.5656547546,0.5443482399,1,0.05154699087
0.5114083886,0.4855999649,1,0.06601338089
0.6288260818,0.5130187869,1,0.06599003822
0.3595203161,0.5297486782,1,0.06750366837
0.196438238,0.2400660664,1,0.05712924153
0.6543371677,0.6082607508,1,0.09285216033
0.4813943803,0.5099444389,1,0.06758123636
0.7327004671,0.6037858129,1,0.08277983963
0.5943475366,0.6028271317,1,0.07770144194
0.5555863976,0.5352492332,1,0.05117255077
0.5421175361,0.5120183825,1,0.04553285986
0.3029923737,0.2952501178,1,0.03291575983
0.5048775077,0.4967657924,1,0.069624722
0.3288716674,0.3484700322,1,0.03803642094
0.5287821889,0.6018640399,1,0.07559169829
0.4992027581,0.4498017728,1,0.0807370618
0.3571268618,0.3234875798,1,0.03807295859
0.1958689094,0.3077457249,1,0.0730061233
0.4899439514,0.523414731,1,0.05748055875
0.4895591438,0.4550720751,1,0.07799778134
0.473049283,0.4923840761,1,0.08037568629
0.5071277022,0.5597242117,1,0.0737413615
0.4811404347,0.5422849059,1,0.05303731933
0.5172742605,0.537617743,1,0.05302916095
0.4964463711,0.5529144406,1,0.05199579149
0.5924410224,0.5717180371,1,0.05824280158
0.5434942245,0.4916406274,1,0.07725311816
0.4634091556,0.5790472031,1,0.07288839668
0.5272601843,0.523573935,1,0.05234023929
0.1485579461,0.1697560996,1,0.03657757491
0.3466672301,0.4872682989,1,0.08438967913
0.2858654857,0.5087631941,1,0.1171279624
0.6380937099,0.586825192,1,0.05766679347
0.4399808943,0.4876678288,1,0.07824113965
0.5482494831,0.5129244924,1,0.08857887983
0.2869348228,0.2977563441,1,0.02545405924
0.3718912899,0.4582696259,1,0.07599072158
0.2370159626,0.2756636441,1,0.03619521111
0.5713377595,0.5175734758,1,0.1724322438
0.7123879194,0.5904413462,1,0.07544291764
0.2310308218,0.5815660357,1,0.05927164108
0.3352368176,0.4728327692,1,0.07395759225
0.5644493699,0.5771711469,1,0.05386079848
0.643512547,0.473282367,1,0.06254538149
0.4252520204,0.5043302178,1,0.08497398347
0.3751322627,0.5070218444,1,0.05365800112
0.4776250124,0.5444504619,1,0.06687498093
0.4865729213,0.5617783666,1,0.07112324983
0.6004216671,0.5142678618,1,0.06839095801
0.6685979366,0.4520748258,1,0.09404928237
0.3745975494,0.3397915363,1,0.05198663846
0.396527946,0.3220387697,1,0.09017208219
0.728992939,0.564355731,1,0.05335453153
0.110533163,0.207011655,1,0.04506722838
0.5262946486,0.5038295984,1,0.08630699664
0.5392510295,0.5408127308,1,0.05369827896
0.7006388307,0.5039462447,1,0.1262709051
0.3806704879,0.4835689366,1,0.08911567926
0.3492792845,0.3863550425,1,0.04699824005
0.542540729,0.4550597966,1,0.08260983974
0.7017857432,0.5157651901,1,0.1187920794
0.3834611177,0.3540722728,1,0.05085464939
0.3421795964,0.2987752855,1,0.03937362134
0.5482834578,0.6227929592,1,0.08796620369
0.2882806957,0.2821731269,1,0.02832668088
0.1228090152,0.246964395,1,0.08796411753
0.5376003981,0.5689086914,1,0.07630275935
0.6652394533,0.483858794,1,0.07407288253
0.3467547894,0.5493887067,1,0.06091779098
0.5152035952,0.4435815215,1,0.08440671116
0.2286204696,0.1753409058,1,0.02142407931
0.567280829,0.4860085249,1,0.07245126367
0.4629636407,0.5059671402,1,0.06162912026
0.478348881,0.5071334839,1,0.04551360011
0.3101330996,0.3045123518,1,0.02877438068
0.5217219591,0.5121022463,1,0.06845939904
1.243623734,0.6440038681,1,0.0961856395
0.5854852796,0.5884518027,1,0.08255477995
0.7295295,0.5303076506,1,0.06204111874
0.5865440369,0.602247715,1,0.08753299713
0.3824238777,0.4147474468,1,0.08898759633
0.3646622896,0.4975765347,1,0.08703976125
0.4661433399,0.49602139,1,0.06216496974
0.5135888457,0.5385909677,1,0.0527654402
0.5700298548,0.590211153,1,0.07063751668
0.6132525802,0.6089055538,1,0.06003947929
0.3104886115,0.2698809206,1,0.0292401202
0.4199504256,0.4935532808,1,0.05992567912
0.4886834025,0.5338220596,1,0.04713216051
0.4451135099,0.4711054265,1,0.05030332878
0.8198118806,0.5334172249,1,0.1111600772
0.3957870007,0.4721080363,1,0.08402601629
0.4853843451,0.5212783813,1,0.04829214141
0.55811131,0.5773667693,1,0.09049008042
0.3758587241,0.3131197393,1,0.04156295955
0.6382587552,0.5670035481,1,0.08747222275
0.4315954745,0.5913379192,1,0.07533933967
0.5963795185,0.5030713081,1,0.08500699699
0.5075036883,0.4138972461,1,0.07313019782
0.5039877295,0.5531246662,1,0.05723207816
0.7284693122,0.6153115034,1,0.07774595171
0.2468773723,0.2503178418,1,0.02672228031
0.6039245725,0.5771622658,1,0.1163213626
0.5047945976,0.5650878549,1,0.08804123849
0.2615289092,0.2307685912,1,0.03224036843
0.4092667401,0.4120284021,1,0.1307412535
0.4764291346,0.5148659945,1,0.06324136257
0.5643385053,0.5119951963,1,0.128972888
0.2526875138,0.2731221616,1,0.02079319023
0.4665169418,0.5445685387,1,0.05601701885
0.5039573312,0.521355927,1,0.06130969152
0.5776152015,0.5255110264,1,0.06849008054
0.5168004036,0.5308561921,1,0.1360841542
0.5544049144,0.5725977421,1,0.09849581867
0.6020388007,0.5806437731,1,0.06590662152
0.747348845,0.5661703944,1,0.07137355208
0.6951670647,0.5460677147,1,0.07849386334
0.3733944595,0.4443342984,1,0.09132272005
0.6989009976,0.5444200635,1,0.101193279
0.4368612766,0.5263646245,1,0.08339495957
0.5213210583,0.488452822,1,0.06370691955
0.3669971824,0.3534381986,1,0.03564668074
0.298597455,0.4551467896,1,0.08205378056
0.4510976374,0.4930684865,1,0.08268201351
0.4758563638,0.5349184275,1,0.07102953643
0.2046258152,0.5185161829,1,0.05569769815
0.4156206846,0.4864621758,1,0.07663474232
0.5072515607,0.5271104574,1,0.05335376039
0.6352413297,0.5642733574,1,0.103268899
0.4912686348,0.5288598537,1,0.0809814781
0.4011378288,0.4555787444,1,0.0681296289
0.7243676186,0.5891426802,1,0.0743239224
0.6536568999,0.5760235786,1,0.05516700074
0.5826421976,0.5220421553,1,0.07276070118
0.5366651416,0.5244632363,1,0.05924272165
0.5403602719,0.5866810083,1,0.07940672338
0.5917848945,0.5396094918,1,0.06791680306
0.715297997,0.5825692415,1,0.07494144142
0.6805227995,0.6154150963,1,0.07755426317
0.5141073465,0.538833797,1,0.09072349966
0.2270426601,0.5071901083,1,0.07782824337
0.4937102795,0.5896427035,1,0.06705880165
0.1744159907,0.3082430959,1,0.08603808284
0.2785794139,0.2966822982,1,0.02670798078
0.5645945072,0.4000650048,1,0.07450295985
0.6790338159,0.5207279921,1,0.05968711898
0.4862072766,0.5397565961,1,0.07163646072
0.2388460338,0.4847435057,1,0.09061995149
0.5291233063,0.5109960437,1,0.0676696375
0.5283181667,0.5398090482,1,0.07881038636
0.4816954136,0.5823603868,1,0.06206382066
0.5049553514,0.4993078113,1,0.06918244064
0.4891706705,0.4094803929,1,0.06059496105
0.5980414748,0.5757231712,1,0.05230512097
0.5868189335,0.5910738111,1,0.07641647756
0.6133447289,0.5219590664,1,0.05452198163
0.5429109335,0.5288391709,1,0.07382567972
0.5522587299,0.523468852,1,0.04294668138
0.4945549965,0.5107421875,1,0.0718376413
0.4288925827,0.5396063924,1,0.06600438058
0.2527743876,0.228617996,1,0.03174654022
0.3910322487,0.4294049442,1,0.08657912165
0.5365000963,0.5082879066,1,0.07337079942
0.5812159777,0.5715356469,1,0.0619629398
0.5553593636,0.5944074392,1,0.08205921203
0.4980619848,0.5034068227,1,0.06787587702
0.5286006331,0.4332758486,1,0.08178610355
0.2682753503,0.2598486543,1,0.04075928032
0.4665733874,0.5003384948,1,0.1348530799
0.5035636425,0.5142820477,1,0.06179007888
0.5536186099,0.555428803,1,0.05855087936
0.5492895246,0.561850667,1,0.05761224031
0.6122703552,0.4938435256,1,0.1201886386
0.3781285584,0.3742003739,1,0.06245458871
0.494371146,0.528527081,1,0.09892687947
0.3668112159,0.4035033584,1,0.04751709849
0.5482727885,0.5835276842,1,0.06124661863
0.27338624,0.2787253559,1,0.02479268983
0.7236154675,0.6162779331,1,0.09201168269
0.6632038355,0.5618187785,1,0.06644991785
0.5819843411,0.5818421245,1,0.07057143748
0.1668227613,0.2500635386,1,0.02039197646
0.4152510464,0.3127882481,1,0.03194826096
0.2146860212,0.4676044583,1,0.05798153952
0.2477902472,0.2824043632,1,0.02141503431
0.6153398752,0.5262929797,1,0.06914619356
0.5128701925,0.5142893791,1,0.07981552184
0.4666147232,0.4731349349,1,0.07576370984
0.4065595567,0.3851662576,1,0.05386067554
0.5770442486,0.4783303738,1,0.07478301972
0.5497848988,0.4688834548,1,0.08028283715
0.6798893809,0.5198886991,1,0.0670170635
0.5425607562,0.5757517815,1,0.0784060806
0.542630136,0.5616692901,1,0.06912121177
0.6112033725,0.5587776303,1,0.08479308337
0.6535542607,0.545491457,1,0.04978271946
0.5342347026,0.5182222128,1,0.05017395318
0.5111936331,0.5338588357,1,0.06284151971
0.4899176657,0.5660773516,1,0.05887430906
0.5344587564,0.5513184071,1,0.05100056157
0.5609645844,0.5330134034,1,0.07604967803
0.4719141722,0.56860286,1,0.07142499834
0.5954893231,0.5752385855,1,0.05811756104
0.4554829001,0.5355908871,1,0.08181288093
0.4898057282,0.5776929855,1,0.06299184263
0.5868127346,0.6016860008,1,0.08296816051
0.2780269086,0.5644846559,1,0.1018452421
0.6029491425,0.5126906037,1,0.0723894611
0.4525334537,0.4842221737,1,0.1129224375
0.4798032641,0.5713054538,1,0.0655207783
0.6162902117,0.5524191856,1,0.05944510177
0.6442673802,0.5594924688,1,0.06130637601
0.5853010416,0.5728449225,1,0.06496512145
0.4764460325,0.4560241699,1,0.08052387834
0.5266672373,0.5002545714,1,0.06719832122
0.1571826637,0.08748915792,1,0.03992361948
0.3607525229,0.3347870409,1,0.04617964849
0.4873725176,0.5781210065,1,0.05763861164
0.5904345512,0.560298264,1,0.06071700156
0.3314099014,0.3775217533,1,0.05227329955
0.511890173,0.5542967916,1,0.05423327163
0.5834752917,0.5500657558,1,0.06548435241
0.56825912,0.5599557757,1,0.07562547177
0.6729224324,0.6101208329,1,0.09408432245
0.2332032174,0.2539363801,1,0.02107263915
0.279548496,0.2778857052,1,0.02243427932
0.3524063528,0.409989357,1,0.06294623762
0.633993566,0.5402032733,1,0.0716535598
0.5219370723,0.5588912964,1,0.07611250132
0.7281974554,0.5385723114,1,0.07875259221
0.6096382141,0.5434712172,1,0.07553061843
0.4505329132,0.550231576,1,0.07851670682
0.3981823921,0.3845150471,1,0.0397072807
0.4992399514,0.5171109438,1,0.07370664179
0.2476766258,0.1865404546,1,0.03971308097
0.4489679039,0.5275191665,1,0.06139126047
0.6852785945,0.6190872788,1,0.07075943798
0.4278172851,0.5350566506,1,0.06243468076
0.1249657273,0.2413677573,1,0.08103912324
0.6032015085,0.5960776806,1,0.07353170216
0.319935441,0.2392744571,1,0.03167266026
0.2633392811,0.2540897131,1,0.03642623872
0.5906803012,0.4261612594,1,0.06374184042
0.5762221813,0.5427067876,1,0.06415560097
0.6438205838,0.5423432589,1,0.06550675631
0.1351267248,0.1834017932,1,0.03261535987
0.3369444907,0.2597138584,1,0.03226815909
0.6048297882,0.4999645054,1,0.05394311994
0.5761440396,0.5371780396,1,0.04892539978
0.6378595829,0.4874078631,1,0.07122323662
0.4941791892,0.6048319936,1,0.1172624007
0.3147949576,0.4515011907,1,0.06211188063
0.2785147727,0.3735796511,1,0.1534053534
0.5907018185,0.4559431672,1,0.07841801643
0.5954915881,0.4760640562,1,0.08225271106
0.5118511319,0.6126624942,1,0.05745533854
0.5588026047,0.5191951394,1,0.06625197083
0.654899776,0.5187963843,1,0.08175700158
0.4583650827,0.5217232704,1,0.07718980312
0.2301372141,0.2267827988,1,0.02742354013
0.5671419501,0.5262647271,1,0.07112324983
0.3308043778,0.5497558117,1,0.07311485708
0.5081967115,0.5192629695,1,0.06670828164
0.2626294494,0.4932578206,1,0.07184267789
0.5523029566,0.5869623423,1,0.06030336022
0.369484961,0.2939831018,1,0.04239426181
0.4714612365,0.5529241562,1,0.08130671829
0.4988555908,0.581440568,1,0.08725234121
0.6097639799,0.5920106173,1,0.05807600915
0.6889905334,0.547729373,1,0.0824977383
0.6220414042,0.5547916293,1,0.05429250002
0.5550628901,0.5170646906,1,0.05989459157
0.5196381807,0.5886111259,1,0.07228016108
0.4925532937,0.5246796608,1,0.04864472896
0.577747345,0.5717256069,1,0.06245920062
0.4513840675,0.5088121295,1,0.08004978299
0.763120234,0.5883568525,1,0.07836507261
0.3461254835,0.599494338,1,0.0790066421
0.2365184575,0.2352478355,1,0.01990534738
0.4480550587,0.4861225784,1,0.08852974325
0.6807317138,0.5888203979,1,0.07043653727
0.551802516,0.5288149118,1,0.06174952164
0.5248003006,0.5845034719,1,0.06002578884
0.4836862981,0.5437116027,1,0.06434431672
0.2900830805,0.2699059248,1,0.02931226604
0.4551400542,0.4891016781,1,0.07465968281
0.6045308709,0.5094485879,1,0.06029140949
0.4892264009,0.5212118626,1,0.05312354118
0.6135194302,0.5613604188,1,0.0597461611
0.6040681005,0.5061779022,1,0.06955634058
0.3982011974,0.5380874872,1,0.07636552304
0.4120614529,0.4052394032,1,0.06383520365
0.6018301845,0.5660395026,1,0.06095711887
0.4752328098,0.5463957191,1,0.07658936083
0.5485672355,0.5350574851,1,0.06069808081
0.5293352604,0.5639582872,1,0.09052670002
0.4454304278,0.4258479774,1,0.0498698391
0.6698362231,0.5904788971,1,0.07708816975
0.2566525936,0.2708411515,1,0.02470464073
0.6690676808,0.5892062783,1,0.08384505659
0.401412636,0.3821837902,1,0.05725004897
0.2673648894,0.2390180826,1,0.03449966013
0.534085691,0.5961748958,1,0.07204464078
0.3414154649,0.372377038,1,0.06284160167
