MAG_U,MAGERR_U,MAG_G,MAGERR_G,MAG_R,MAGERR_R,MAG_I,MAGERR_I,MAG_Z,MAGERR_Z,Z
22.664141,0.791939,21.757469,0.254882,20.114635,0.055513,19.490393,0.035053,19.019762,0.033481,0.393780
23.141304,1.229014,22.483843,0.497610,20.915073,0.116030,19.980061,0.055029,19.447964,0.049668,0.492969
22.476311,0.666131,22.691380,0.602425,21.215849,0.153067,20.207048,0.067825,19.761686,0.066308,0.582629
23.410213,1.574422,22.100101,0.349455,20.439541,0.074879,19.792038,0.046279,19.401310,0.047579,0.408466
22.215130,0.523706,22.007387,0.320853,20.729612,0.097811,20.104025,0.061685,19.687963,0.061955,0.316784
23.905153,2.483688,22.210363,0.386809,20.841711,0.108449,20.008934,0.056512,19.613796,0.057864,0.675074
25.164284,7.920429,22.262835,0.405962,20.688353,0.094164,19.875069,0.049957,19.490406,0.051648,0.535934
23.070353,1.151267,22.748978,0.635247,21.500895,0.199022,20.515081,0.090075,19.972218,0.080497,0.559983
23.687134,2.031839,22.809818,0.671860,21.344919,0.172389,20.320118,0.075269,19.882998,0.074146,0.565153
22.614857,0.756795,23.288485,1.044107,21.820650,0.267179,20.751266,0.111964,20.255404,0.104485,0.586007
23.596992,1.869959,22.173250,0.373810,20.587763,0.085832,19.894266,0.050848,19.474264,0.050886,0.440568
22.816759,0.911463,23.114664,0.889646,21.454737,0.190738,20.284422,0.072835,19.778080,0.067317,0.621321
23.739979,2.133176,23.328611,1.083417,21.743618,0.248880,20.696529,0.106459,20.251421,0.104102,0.578893
23.030281,1.109553,23.030043,0.822941,21.388798,0.179499,20.278725,0.072454,19.817802,0.069825,0.580862
22.731045,0.842274,22.465792,0.489405,20.964674,0.121454,20.064352,0.059472,19.575235,0.055845,0.536289
22.525988,0.697317,22.848049,0.695939,21.268116,0.160616,20.393347,0.080521,19.914482,0.076328,0.496369
25.172411,7.979938,23.335398,1.090210,21.746660,0.249578,20.513069,0.089908,20.004213,0.082904,0.617752
22.258709,0.545154,23.238718,0.997330,21.759279,0.252496,20.618801,0.099104,20.152781,0.095061,0.583949
22.657255,0.786933,22.828709,0.683651,21.406858,0.182510,20.291924,0.073340,19.711769,0.063328,0.590799
22.616903,0.758223,22.466127,0.489556,20.957735,0.120680,19.916857,0.051917,19.467152,0.050554,0.621007
23.783028,2.219455,23.207888,0.969408,21.638905,0.225998,20.612379,0.098519,20.123354,0.092519,0.585661
24.719559,5.258461,22.759275,0.641300,21.196569,0.150373,20.290691,0.073257,19.900917,0.075380,0.513900
22.759682,0.864785,23.084867,0.865563,21.471581,0.193720,20.392529,0.080460,19.902197,0.075469,0.583943
22.251339,0.541466,21.808746,0.267209,21.127724,0.141134,20.136021,0.063530,19.667530,0.060800,0.870643
23.551174,1.792690,22.737450,0.628538,21.273260,0.161379,20.255136,0.070897,19.803024,0.068881,0.574508
25.561905,11.423460,23.237068,0.995815,21.795990,0.261179,20.947586,0.134154,20.492550,0.129990,0.557733
26.202343,20.604984,22.996658,0.798022,21.354753,0.173958,20.306986,0.074364,19.823677,0.070204,0.561427
23.891006,2.451534,23.630825,1.431137,22.268984,0.403772,21.123581,0.157762,20.536314,0.135337,0.676186
22.821381,0.915352,22.662537,0.586632,21.177702,0.147782,20.299925,0.073882,19.819567,0.069939,0.500643
24.836693,5.857500,22.911335,0.737709,21.299509,0.165328,20.198063,0.067266,19.696690,0.062455,0.582246
22.298038,0.565263,23.008263,0.806597,21.830667,0.269656,21.126057,0.158122,20.754061,0.165392,0.503798
23.339842,1.475613,22.470259,0.491422,20.861919,0.110487,19.903250,0.051271,19.547722,0.054448,0.578418
22.343788,0.589591,23.147169,0.916683,21.530708,0.204562,20.416092,0.082226,19.964390,0.079918,0.559954
25.031473,7.008490,22.964447,0.774693,21.347618,0.172818,20.551043,0.093108,20.173492,0.096892,0.470855
23.117159,1.201985,22.593355,0.550419,21.456274,0.191008,20.645279,0.101550,20.211655,0.100358,0.570485
24.481432,4.222878,23.101875,0.879228,21.468563,0.193182,20.346884,0.077148,19.855719,0.072307,0.582285
23.359768,1.502943,22.014734,0.323032,20.212132,0.060729,19.540001,0.036692,19.104946,0.036213,0.395023
22.532667,0.701621,22.167595,0.371868,20.593328,0.086273,19.593559,0.038547,19.140699,0.037426,0.535516
22.832817,0.925044,22.982868,0.787950,21.522413,0.203005,20.440289,0.084079,19.961212,0.079685,0.615159
25.053015,7.148936,23.204899,0.966743,21.871735,0.280051,20.898922,0.128274,20.439436,0.123784,0.625954
22.435400,0.641498,21.414461,0.185838,19.864824,0.044103,19.255663,0.028238,18.849970,0.028634,0.300554
23.786943,2.227474,23.007156,0.805775,21.332626,0.170448,20.314196,0.074860,19.818081,0.069843,0.558868
23.566578,1.818305,22.897793,0.728565,21.227730,0.154751,20.586374,0.096188,20.150976,0.094903,0.417638
23.478477,1.676589,22.541388,0.524695,20.959522,0.120879,20.055933,0.059012,19.668192,0.060837,0.551695
23.429203,1.602200,22.979874,0.785780,21.499773,0.198816,20.486670,0.087748,19.997049,0.082359,0.561917
23.917597,2.512314,23.021248,0.816301,21.414801,0.183850,20.327971,0.075815,19.870182,0.073276,0.563124
25.372660,9.596198,22.661524,0.586086,21.486103,0.196329,20.624434,0.099619,20.115238,0.091830,0.622929
23.290169,1.409623,22.982492,0.787678,21.849998,0.274500,20.907946,0.129345,20.362341,0.115299,0.561820
22.770620,0.873542,22.811243,0.672742,21.759830,0.252624,20.915337,0.130228,20.520851,0.133423,0.620511
22.716312,0.830923,21.935822,0.300386,20.657866,0.091556,19.913414,0.051753,19.549208,0.054522,0.584261
22.632744,0.769366,22.790358,0.659925,21.134321,0.141994,20.197224,0.067214,19.776226,0.067202,0.504228
22.419287,0.632048,22.620842,0.564532,21.444990,0.189033,20.595554,0.097004,20.181202,0.097582,0.627382
22.419456,0.632147,23.218182,0.978642,21.364817,0.175578,20.394152,0.080581,19.898535,0.075215,0.558606
23.718769,2.091911,22.471178,0.491839,20.807045,0.105041,19.845524,0.048616,19.414171,0.048146,0.535156
23.425175,1.596266,21.370428,0.178452,19.647203,0.036093,19.048273,0.023328,18.682802,0.024548,0.377265
21.935873,0.404934,21.952559,0.305053,20.849857,0.109266,20.100260,0.061471,19.702747,0.062804,0.537914
22.357155,0.596895,21.972198,0.310621,20.628750,0.089134,19.875521,0.049978,19.408375,0.047890,0.222681
23.178837,1.272243,23.402420,1.159630,21.533060,0.205006,20.344204,0.076958,19.847570,0.071766,0.615986
23.509405,1.725035,22.228689,0.393394,20.670748,0.092649,20.088734,0.060822,19.669928,0.060934,0.377980
23.338978,1.474438,23.642693,1.446867,21.952143,0.301578,20.674583,0.104329,20.109032,0.091307,0.697497
23.721336,2.096861,22.475391,0.493751,20.859390,0.110230,20.078794,0.060268,19.600834,0.057177,0.490323
22.949724,1.030208,22.367727,0.447139,20.864323,0.110732,20.182470,0.066307,19.770609,0.066855,0.466712
23.756943,2.166767,22.839012,0.690170,21.147738,0.143760,20.006399,0.056381,19.539158,0.054020,0.626125
25.055952,7.168301,22.855518,0.700742,21.227816,0.154764,20.350893,0.077433,19.956293,0.079325,0.525692
24.725996,5.289730,23.217012,0.977589,21.560886,0.210328,20.446196,0.084537,19.980883,0.081142,0.621702
22.837994,0.929464,22.298969,0.419700,20.701632,0.095322,19.794203,0.046371,19.455511,0.050014,0.585502
23.962666,2.618794,23.631042,1.431424,22.320814,0.423515,21.219261,0.172296,20.721735,0.160541,0.678515
21.353903,0.236917,20.779163,0.103518,20.343849,0.068562,19.940084,0.053040,19.928032,0.077286,0.070307
24.417099,3.979928,22.787479,0.658178,21.305172,0.166192,20.295052,0.073551,19.814547,0.069616,0.627566
22.809069,0.905030,23.091764,0.871078,21.816801,0.266233,20.866377,0.124486,20.384052,0.117628,0.613161
23.395292,1.552932,21.633596,0.227400,19.807400,0.041831,19.155891,0.025759,18.765781,0.026497,0.378216
23.310200,1.435872,22.007240,0.320810,20.425917,0.073945,19.676228,0.041597,19.240822,0.041041,0.492935
22.293310,0.562807,23.755356,1.605068,22.232382,0.390387,21.203001,0.169735,20.863878,0.182996,0.606804
22.913605,0.996500,23.295677,1.051047,21.768494,0.254648,20.740349,0.110843,20.234709,0.102512,0.617232
22.940123,1.021138,22.591858,0.549661,21.149937,0.144051,20.081615,0.060425,19.734150,0.064647,0.676711
22.986177,1.065385,22.041370,0.331055,20.218266,0.061073,19.573187,0.037831,19.144539,0.037558,0.351232
22.260345,0.545976,21.606241,0.221742,20.316454,0.066853,19.546328,0.036906,19.157475,0.038009,0.557730
24.087616,2.938205,23.603565,1.395654,22.011570,0.318545,21.187927,0.167394,20.664742,0.152331,0.477959
22.082876,0.463645,22.359089,0.443596,21.110542,0.138918,20.291178,0.073289,19.905876,0.075725,0.587545
22.701904,0.819969,21.880667,0.285508,20.349909,0.068946,19.489704,0.035031,19.116228,0.036592,0.506303
23.813057,2.281698,22.270258,0.408747,20.974901,0.122603,20.010929,0.056616,19.594852,0.056863,0.555116
22.250652,0.541124,20.864431,0.111976,19.458914,0.030346,18.930330,0.020927,18.593964,0.022619,0.260611
27.406530,62.466511,23.163990,0.930996,21.860304,0.277118,20.834078,0.120837,20.338383,0.112783,0.594642
24.084396,2.929502,22.146166,0.364601,20.485783,0.078137,19.743118,0.044240,19.255730,0.041609,0.269629
23.639101,1.943910,23.122028,0.895700,21.609194,0.219897,20.580795,0.095695,20.241541,0.103159,0.595683
23.607718,1.888524,23.054678,0.841827,21.361835,0.175096,20.346785,0.077141,19.879827,0.073930,0.558731
22.972191,1.051748,23.309750,1.064758,21.694046,0.237772,20.705990,0.107391,20.187115,0.098115,0.560690
24.164373,3.153442,23.574528,1.358823,22.137236,0.357632,21.093891,0.153506,20.619841,0.146159,0.641767
25.812288,14.386357,22.811256,0.672750,21.112095,0.139117,20.167530,0.065401,19.666189,0.060725,0.495259
24.336180,3.694092,23.564352,1.346146,21.698961,0.238851,20.403675,0.081291,19.808752,0.069245,0.678081
23.316439,1.444144,23.274872,1.031099,21.974012,0.307714,21.039602,0.146020,20.506468,0.131667,0.673908
24.481602,4.223538,24.145891,2.299894,22.136177,0.357284,20.869661,0.124863,20.278568,0.106738,0.677253
23.908104,2.490443,22.173244,0.373808,20.420773,0.073596,19.653559,0.040737,19.219475,0.040242,0.447950
23.400408,1.560267,22.562990,0.535239,21.675634,0.233774,21.059410,0.148708,20.579372,0.140812,0.624921
23.879879,2.426538,22.630569,0.569612,21.024200,0.128299,19.947159,0.053387,19.459209,0.050185,0.557372
23.314445,1.441496,23.221722,0.981838,21.330654,0.170139,20.236069,0.069662,19.766846,0.066624,0.557631
24.084723,2.930385,22.620651,0.564433,21.159449,0.145319,20.269140,0.071817,19.840675,0.071312,0.568007
23.260490,1.371613,23.192148,0.955455,21.257599,0.159068,20.462864,0.085845,20.072758,0.088307,0.479935
25.718435,16.291687,23.076591,1.113103,21.560875,0.265723,20.971977,0.181183,20.617537,0.185545,0.402837
26.786457,43.568714,24.009562,2.628592,22.046658,0.415664,20.713350,0.142779,20.210508,0.127538,0.665403
22.861185,1.172373,22.088707,0.448107,20.546329,0.104379,19.892292,0.067026,19.406347,0.060810,0.393398
23.238745,1.659928,22.936266,0.978150,21.356098,0.220049,20.547832,0.122591,20.078289,0.112915,0.479179
24.090939,3.638873,23.826212,2.220159,22.319019,0.534180,21.459396,0.283847,20.961863,0.254789,0.601449
22.345404,0.729044,21.708963,0.315852,20.048740,0.066005,19.355509,0.040882,18.877245,0.037354,0.301430
24.274082,4.307493,22.634300,0.740660,20.961920,0.153055,20.084311,0.079993,19.718037,0.081031,0.511478
22.905329,1.221020,21.040796,0.170694,19.404669,0.036471,18.808249,0.024696,18.418060,0.024471,0.300112
22.573757,0.899693,21.673002,0.305562,21.341543,0.217119,21.263407,0.236967,21.189091,0.314102,0.019884
23.492401,2.096777,21.394922,0.236520,19.754663,0.050344,19.163977,0.034270,18.795456,0.034643,0.328916
24.352512,4.630164,22.857620,0.909802,20.969091,0.154069,20.184259,0.087706,19.752806,0.083668,0.463995
24.044960,3.487997,23.025431,1.061869,21.406338,0.230470,20.620611,0.131090,20.221693,0.128858,0.470740
25.305258,11.135120,23.935711,2.455747,21.927370,0.372415,20.687910,0.139473,20.211733,0.127682,0.648051
23.145189,1.522885,22.792458,0.856804,21.126066,0.178035,20.276449,0.095478,19.807861,0.088020,0.469119
25.905180,19.349222,22.451426,0.625849,21.083879,0.171250,20.413101,0.108284,19.920305,0.097624,0.349868
22.157402,0.613130,20.844959,0.142522,19.220758,0.030788,18.645041,0.021249,18.280312,0.021556,0.285044
22.698109,1.008871,20.651562,0.119268,19.039963,0.026065,18.462137,0.017955,18.082636,0.017968,0.265186
23.325329,1.797726,22.861658,0.913191,20.968010,0.153916,19.912481,0.068284,19.397573,0.060320,0.544418
24.550976,5.558815,21.842869,0.357311,19.969482,0.061358,19.294914,0.038663,18.877235,0.037353,0.392763
24.374107,4.723186,23.175501,1.219269,21.169500,0.185302,20.195793,0.088643,19.665552,0.077207,0.481964
24.862480,7.405996,23.173658,1.217200,21.365938,0.222052,20.316877,0.099101,19.847990,0.091334,0.540360
23.326290,1.799318,22.820166,0.878952,21.215773,0.193370,20.431078,0.110092,20.024551,0.107462,0.444307
26.634321,37.872196,24.032339,2.684322,23.271685,1.284556,22.672686,0.867761,22.200836,0.797571,0.674891
22.794859,1.102898,21.010239,0.165957,19.357573,0.034923,18.681816,0.021981,18.208651,0.020179,0.284617
23.739271,2.632086,23.349068,1.430626,21.377293,0.224386,20.478558,0.115013,19.991098,0.104201,0.481121
23.147728,1.526451,23.503580,1.649418,21.646080,0.287416,20.434042,0.110393,20.001665,0.105221,0.602384
26.489906,33.155388,22.340160,0.564889,20.698017,0.120029,20.013508,0.074943,19.611799,0.073478,0.426703
22.860689,1.171837,22.959843,0.999622,21.330402,0.214902,20.529490,0.120537,19.985466,0.103662,0.456990
24.766069,6.776716,22.151285,0.474693,20.558140,0.105520,19.879044,0.066213,19.417643,0.061446,0.437816
23.983154,3.294987,22.399693,0.596728,20.841345,0.136967,20.062885,0.078430,19.640514,0.075447,0.467635
25.345568,11.556304,23.214092,1.263386,21.541151,0.260939,20.786596,0.152744,20.362974,0.146766,0.471239
24.155661,3.862389,21.337696,0.224377,19.740835,0.049707,19.153660,0.033946,18.807112,0.035017,0.289228
24.199646,4.022072,21.813021,0.347622,20.323626,0.085022,19.793617,0.061203,19.367470,0.058671,0.284073
22.930767,1.249967,21.815403,0.348386,20.341261,0.086414,19.661867,0.054209,19.305014,0.055391,0.474774
24.297871,4.402911,21.929548,0.387007,20.944267,0.150586,20.293083,0.096952,19.844555,0.091045,0.468112
25.473419,13.000485,22.254259,0.521918,20.503178,0.100311,19.641956,0.053224,19.172451,0.049025,0.467748
23.818687,2.831825,23.065744,1.102039,21.079857,0.170617,20.257088,0.093791,19.896418,0.095500,0.459279
25.847383,18.346161,25.566269,11.025707,23.758329,2.010996,22.366854,0.654738,21.680960,0.494105,0.687533
24.091013,3.639126,22.728788,0.808005,20.801739,0.132061,20.002798,0.074207,19.604464,0.072983,0.458468
25.712526,16.203257,23.269800,1.329900,21.968452,0.386777,20.984856,0.183345,20.745728,0.208798,0.622173
22.788507,1.096465,22.421917,0.609068,20.774754,0.128819,19.854162,0.064713,19.412605,0.061161,0.598832
23.743849,2.643209,23.817581,2.202578,22.710917,0.766384,21.772421,0.378699,21.242340,0.329891,0.649342
23.380079,1.890705,22.722954,0.803676,21.428728,0.235272,20.451839,0.112218,19.962973,0.101537,0.618456
22.409943,0.773693,22.069050,0.440067,21.072186,0.169416,20.301311,0.097690,19.854574,0.091889,0.617482
24.578835,5.703293,22.995859,1.033339,21.407597,0.230737,20.469908,0.114101,19.937166,0.099152,0.533766
24.001980,3.352615,22.659010,0.757710,21.007996,0.159690,20.062115,0.078374,19.635498,0.075099,0.520731
25.548540,13.931816,24.126406,2.927260,22.349995,0.549638,21.033182,0.191689,20.413315,0.153731,0.735351
23.731146,2.612463,21.939735,0.390655,20.344364,0.086661,19.689058,0.055584,19.341660,0.057293,0.460112
24.356003,4.645072,23.038942,1.075166,21.553524,0.263930,20.583044,0.126632,20.165083,0.122312,0.549931
25.022230,8.579938,22.462427,0.632222,20.820032,0.134305,19.933706,0.069632,19.472033,0.064602,0.512400
22.918961,1.236449,21.595522,0.284517,19.925480,0.058921,19.340700,0.040328,18.977489,0.040967,0.332991
21.751352,0.421826,21.121208,0.183816,20.635855,0.113350,20.074028,0.079239,19.624321,0.074330,0.602766
24.429398,4.969937,25.314453,8.743389,22.535015,0.651757,21.145958,0.212671,20.334576,0.142977,0.790377
25.470543,12.966080,23.547405,1.717360,21.929375,0.373103,20.953133,0.178065,20.446535,0.158507,0.562897
24.367682,4.695308,22.793758,0.857831,21.464041,0.243050,20.546072,0.122392,20.037804,0.108782,0.585615
22.314526,0.708601,22.024197,0.422258,20.570353,0.106714,19.826403,0.063079,19.376287,0.059149,0.467507
28.000475,133.285141,23.292393,1.357864,21.713892,0.305940,20.653524,0.135125,20.165085,0.122312,0.587843
22.491894,0.834351,22.011974,0.417531,21.205177,0.191492,20.664682,0.136521,20.355810,0.145801,0.283073
23.275505,1.717094,23.727028,2.026330,22.336687,0.542943,21.607367,0.325291,21.206505,0.319181,0.468444
21.185570,0.250507,19.867111,0.057909,18.751827,0.019990,18.240866,0.014644,17.815262,0.014046,0.132550
24.532988,5.467473,23.556791,1.732270,22.022076,0.406359,21.071745,0.198620,20.737906,0.207299,0.549872
22.878412,1.191123,23.939671,2.464717,22.581463,0.680244,21.369297,0.261243,20.817921,0.223153,0.657650
23.723902,2.595092,22.963854,1.003323,21.470190,0.244431,20.504519,0.117797,20.053143,0.110330,0.549047
26.522064,34.152111,23.052999,1.089177,21.912407,0.367318,21.115633,0.206814,20.688105,0.198005,0.597408
22.636242,0.952990,22.635109,0.741212,21.551462,0.263429,20.625853,0.131724,20.296356,0.138031,0.633845
24.685026,6.289302,21.628637,0.293328,19.927635,0.059038,19.334860,0.040112,18.989321,0.041416,0.326400
23.754353,2.668903,22.696482,0.784317,21.327717,0.214371,20.427322,0.109712,20.014954,0.106516,0.531067
23.395931,1.918509,21.887676,0.372366,20.840624,0.136876,20.135916,0.083886,19.784872,0.086175,0.555328
26.959425,51.093044,22.008286,0.416115,20.467258,0.097047,19.773680,0.060089,19.381149,0.059415,0.429323
22.037262,0.548904,20.810703,0.138096,19.337378,0.034279,18.821337,0.024995,18.486092,0.026054,0.284215
22.839499,1.149188,21.273399,0.211475,19.732531,0.049328,19.206163,0.035628,18.858620,0.036718,0.301485
23.081503,1.436128,23.418703,1.525387,22.123646,0.446208,21.185369,0.220533,20.664953,0.193828,0.549365
25.045994,8.769784,22.686470,0.777118,21.540098,0.260687,20.772715,0.150803,20.314795,0.140395,0.587231
23.095299,1.454491,22.128702,0.464922,20.844179,0.137325,20.077435,0.079488,19.673965,0.077807,0.551755
25.556833,14.038636,22.939926,0.981452,21.538219,0.260236,20.592621,0.127754,20.231129,0.129983,0.592329
25.526125,13.647141,22.598846,0.716866,21.089396,0.172122,20.417606,0.108735,20.100218,0.115218,0.418061
23.901846,3.057247,22.624670,0.734120,21.031246,0.163146,20.141315,0.084305,19.713924,0.080724,0.503489
23.079609,1.433623,22.730886,0.809569,22.241917,0.497561,22.012806,0.472550,21.848995,0.576811,0.090674
26.489691,33.148838,22.951027,0.991539,21.392033,0.227453,20.391033,0.106106,19.954147,0.100715,0.626165
23.109528,1.473679,22.860197,0.911965,21.368721,0.222622,20.558867,0.123843,20.102613,0.115473,0.510477
24.023016,3.418203,22.921925,0.965314,21.410290,0.231310,20.350275,0.102196,19.846844,0.091237,0.589124
23.568136,2.248260,22.748573,0.822865,21.676153,0.295488,20.698685,0.140864,20.316853,0.140662,0.681569
23.837574,2.881516,23.742851,2.056079,22.131197,0.449323,21.130365,0.209639,20.735828,0.206903,0.613512
23.997021,3.337339,22.837963,0.893479,21.415829,0.232493,20.466545,0.113748,20.021259,0.107137,0.555422
25.036503,8.693466,23.223738,1.274659,21.733788,0.311598,20.915007,0.171921,20.555706,0.175274,0.612718
23.392405,1.912288,22.636038,0.741847,20.920811,0.147368,20.156092,0.085460,19.708998,0.080359,0.462376
27.609917,93.016151,22.384987,0.588700,20.916212,0.146745,20.041666,0.076912,19.642862,0.075610,0.494903
23.498495,2.108578,23.049053,1.085227,21.576786,0.269646,20.602654,0.128940,20.188416,0.124969,0.555310
22.608002,0.928523,22.178074,0.486551,21.676661,0.295627,21.276037,0.239740,22.065107,0.703846,0.140717
22.546114,0.877076,22.500793,0.654962,21.400139,0.229158,20.640732,0.133542,20.266689,0.134311,0.534053
27.600224,92.189484,21.136417,0.186408,19.503235,0.039937,18.964685,0.028523,18.640078,0.030024,0.313692
20.318186,0.112685,19.703833,0.049823,20.306274,0.083674,19.688292,0.055545,20.236414,0.130617,0.066924
25.232615,10.414472,23.283550,1.346849,22.099583,0.436428,21.257721,0.235730,20.755215,0.210630,0.599159
23.125061,1.494913,21.273214,0.211439,19.674067,0.046742,19.125008,0.033062,18.750389,0.033235,0.342408
23.693933,2.524442,22.782267,0.848800,21.420069,0.233403,20.339386,0.101177,19.839224,0.090599,0.601014
24.663523,6.165956,23.427792,1.538210,21.759087,0.318944,20.818663,0.157322,20.441444,0.157766,0.568010
24.034567,3.454765,22.737474,0.814496,21.167387,0.184942,20.470697,0.114184,20.118307,0.117154,0.462888
27.938574,125.898605,23.022060,1.058578,21.511244,0.253850,20.521040,0.119603,20.111790,0.116453,0.587314
22.564856,0.892347,23.020418,1.056978,21.675526,0.295318,20.666086,0.136697,20.228148,0.129627,0.645967
24.653027,6.106644,23.857754,2.285600,22.077181,0.427516,20.855396,0.162736,20.326694,0.141943,0.648753
22.357164,0.736984,21.876167,0.368439,20.787491,0.130339,19.983988,0.072932,19.658459,0.076704,0.649275
24.277271,4.320166,24.248892,3.276842,22.794949,0.828055,21.923164,0.435103,21.551340,0.438502,0.550194
25.036081,8.690091,25.068411,6.970489,23.240713,1.248432,22.091970,0.508293,21.627897,0.470537,0.567510
22.561272,0.889407,22.303173,0.545970,20.564072,0.106098,19.737968,0.058145,19.357864,0.058154,0.496247
23.689226,2.513519,23.571011,1.755107,22.318569,0.533958,21.542576,0.306448,20.985661,0.260435,0.659872
23.069510,1.420349,20.818279,0.139063,19.309961,0.033424,18.792332,0.024337,18.444265,0.025069,0.238916
23.146805,1.525154,22.679558,0.772187,21.627026,0.282416,20.763002,0.149461,20.284472,0.136529,0.597187
23.158897,1.542234,23.675941,1.933194,22.167444,0.464576,21.040501,0.192986,20.353987,0.145556,0.779296
23.824554,2.847171,23.177612,1.221641,22.452221,0.603904,21.715368,0.359313,21.398390,0.380882,0.685793
22.750956,1.059191,23.256338,1.313512,21.802448,0.331940,20.756357,0.148549,20.238562,0.130876,0.685633
23.230774,1.647788,22.239418,0.514833,20.606253,0.110301,20.029278,0.076039,19.538439,0.068677,0.381730
22.498322,0.839306,22.397116,0.595313,21.033628,0.163505,20.332172,0.100507,19.886814,0.094659,0.505706
22.355139,0.735610,22.372955,0.582212,20.912823,0.146288,19.956097,0.071083,19.473946,0.064716,0.543051
22.152332,0.610274,21.701811,0.313779,20.883636,0.142408,20.587486,0.127151,20.468704,0.161777,0.126378
23.164257,1.549867,23.610415,1.819973,22.337328,0.543263,21.482559,0.289968,21.264551,0.336709,0.587015
23.784048,2.742908,23.047045,1.083221,21.937456,0.375891,21.369192,0.261218,20.807343,0.220990,0.540694
24.761105,6.745804,22.775282,0.843358,22.641134,0.718675,22.914780,1.084520,24.753881,8.375046,0.187845
23.179493,1.571769,23.148678,1.189516,21.596758,0.274652,20.651691,0.134897,20.194172,0.125633,0.533568
24.692324,6.331714,23.944622,2.475983,23.218748,1.223429,23.007275,1.180961,22.509960,1.060277,0.255754
22.240519,0.661910,22.812197,0.872525,21.394014,0.227869,20.431780,0.110163,19.905161,0.096272,0.599856
23.909925,3.080077,22.588242,0.709897,21.392653,0.227584,20.607149,0.129475,20.244520,0.131596,0.548252
23.204552,1.608468,22.727234,0.806849,22.033520,0.410665,21.181835,0.219816,20.779724,0.215439,0.723962
24.512690,5.366213,24.393858,3.744917,22.280600,0.515608,21.101372,0.204115,20.608963,0.184086,0.591609
23.467573,2.049372,23.162670,1.204944,21.415220,0.232363,20.461481,0.113219,20.049610,0.109971,0.550341
24.305189,4.432687,22.545551,0.682526,20.873291,0.141058,20.098619,0.081054,19.692297,0.079132,0.471193
25.067440,8.944736,23.492210,1.632238,21.749466,0.316130,20.666512,0.136751,20.265610,0.134177,0.614567
22.813427,1.121921,21.289600,0.214654,19.535948,0.041158,18.938137,0.027834,18.590141,0.028674,0.322522
24.108849,3.699398,23.144621,1.185080,21.549578,0.262973,20.676077,0.137961,20.272247,0.135000,0.502331
22.099455,0.581264,22.296606,0.542677,21.526602,0.257466,20.813955,0.156642,20.477036,0.163023,0.607904
22.385435,0.756425,22.483988,0.644902,21.446823,0.239226,20.650675,0.134771,20.251675,0.132466,0.547368
23.219576,1.630879,23.263121,1.321744,21.667208,0.293064,20.682312,0.138756,20.253960,0.132745,0.548282
25.056513,8.855162,22.944731,0.985805,21.428932,0.235317,20.410286,0.108004,20.005545,0.105597,0.547900
21.881962,0.475747,20.881357,0.147381,19.368368,0.035272,18.802818,0.024573,18.424028,0.024606,0.281183
23.039185,1.381230,22.729013,0.808173,21.664959,0.292458,20.664974,0.136557,20.144575,0.120023,0.750693
23.142550,1.519188,22.365843,0.578411,20.643764,0.114179,19.848629,0.064384,19.366421,0.058614,0.460825
22.938999,1.259481,23.835180,2.238572,23.891291,2.272982,23.806377,2.465338,23.222086,2.043005,0.690349
22.787373,1.095320,22.380594,0.586322,21.034950,0.163704,20.034538,0.076408,19.619083,0.073972,0.630149
22.471914,0.819139,22.234501,0.512507,21.136072,0.179684,20.241098,0.092420,19.815426,0.088635,0.666986
21.748766,0.420822,21.425112,0.243189,20.718674,0.122334,20.148350,0.084853,19.977961,0.102948,0.630185
23.395884,1.918426,22.799286,0.862210,21.300692,0.209101,20.519100,0.119389,20.191149,0.125284,0.535055
24.083944,3.615510,22.939274,0.980863,21.308868,0.210682,20.288754,0.096567,19.849575,0.091467,0.536670
23.122816,1.491825,23.641590,1.872988,22.337950,0.543575,21.270800,0.238586,20.790562,0.217600,0.614128
21.917746,0.491689,22.346498,0.568197,21.041645,0.164717,20.292364,0.096888,19.833702,0.090140,0.501504
22.764635,1.072620,21.801016,0.343799,20.250315,0.079470,19.681961,0.055222,19.323885,0.056362,0.384106
21.953991,0.508380,22.488716,0.647717,21.308868,0.210682,20.288639,0.096557,19.903595,0.096133,0.613293
22.464388,0.813480,22.080252,0.444631,20.753386,0.126309,19.948915,0.070614,19.563995,0.070313,0.529123
22.659830,0.973920,22.187527,0.490806,20.659531,0.115849,19.849516,0.064437,19.467085,0.064309,0.489999
21.848173,0.461170,21.215370,0.200469,19.957962,0.060711,19.380896,0.041849,19.033997,0.043155,0.429408
23.290470,1.740925,23.043497,1.079688,21.904438,0.364632,20.764704,0.149695,20.348705,0.144849,0.589299
23.594242,2.302972,22.424963,0.610779,21.123653,0.177640,20.470568,0.114170,20.043579,0.109362,0.474438
24.746338,6.654678,27.089531,44.844742,24.507887,4.010831,22.211329,0.567358,21.354637,0.365839,0.788123
22.360350,0.739148,22.461870,0.631899,21.965197,0.385619,21.151411,0.213742,20.709089,0.201870,0.622126
21.707298,0.405052,22.170670,0.483244,21.061279,0.167722,20.346718,0.101862,20.001062,0.105162,0.630996
24.193523,3.999460,23.115541,1.153761,21.823862,0.338551,20.706804,0.141921,20.233311,0.130244,0.599090
22.110502,0.587209,20.779531,0.134187,19.314758,0.033572,18.741947,0.023233,18.357649,0.023147,0.278381
