,Target_Name,obsid,obs_chunk,RA_(J2000),Dec_(J2000),start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,Eclip_LONG,Eclip_LAT,GroupID,GroupSize
2476,AQLX-1,30796242,4.0,287.78145,0.60046,2009-11-25 20:25:00,"Dec 1, 2009",1188.969,1159.715,1202.0,"Dec 2, 2009",289.352706809,22.8530462217,230.0,280.0
2477,AQLX-1,31766066,8.0,287.78165,0.59891,2012-08-18 11:06:00,"Aug 24, 2012",5395.616,5396.378,5425.0,"Aug 29, 2012",289.352700206,22.8514833664,230.0,280.0
2478,AQLX-1,33665046,13.0,287.78175,0.57232,2015-08-19 09:51:00,"Aug 29, 2015",641.864,640.98,648.0,"Aug 30, 2015",289.349004764,22.8251121979,230.0,280.0
2479,AQLX-1,31766012,5.0,287.78183,0.55974,2010-07-27 12:36:00,"Aug 2, 2010",599.122,588.022,615.0,"Aug 3, 2010",289.347292066,22.8126314093,230.0,280.0
2480,AQLX-1,31766015,5.0,287.78185,0.55756,2010-07-30 15:57:00,"Aug 5, 2010",1287.409,1251.628,1322.0,"Aug 6, 2010",289.347001905,22.8104678068,230.0,280.0
2481,AQLX-1,33665053,13.0,287.78205,0.56756,2015-09-02 03:59:00,"Sep 12, 2015",957.787,955.958,964.0,"Sep 13, 2015",289.348646751,22.8203542161,230.0,280.0
2482,AQLX-1,32888008,9.0,287.78253,0.56991,2013-08-12 11:48:00,"Aug 23, 2013",1841.101,1840.511,1855.0,"Aug 23, 2013",289.349498979,22.8226204283,230.0,280.0
2483,AQLX-1,31766074,8.0,287.78284,0.61235,2012-10-05 02:25:00,"Oct 11, 2012",4669.322,4667.653,4697.0,"Oct 16, 2012",289.355903132,22.8646491981,230.0,280.0
2484,AQLX-1,32888043,10.0,287.78414,0.57376,2014-08-04 05:43:00,"Aug 14, 2014",2997.977,2949.562,3005.0,"Aug 15, 2014",289.351781004,22.8262246182,230.0,280.0
2485,AQLX-1,31766071,8.0,287.78437,0.57791,2012-09-17 09:53:00,"Sep 23, 2012",5141.783,5138.703,5167.0,"Sep 28, 2012",289.352621908,22.8303081197,230.0,280.0
2486,AQLX-1,31766068,8.0,287.78477,0.58536,2012-08-30 03:59:00,"Sep 5, 2012",4683.104,4680.506,4710.0,"Sep 10, 2012",289.354117732,22.8376403575,230.0,280.0
2487,AQLX-1,35323003,9.0,287.78531,0.58301,2013-06-08 12:47:00,"Jun 18, 2013",994.391,977.462,1002.0,"Jun 19, 2013",289.354362362,22.8352397093,230.0,280.0
2488,AQLX-1,32888025,9.0,287.78536,0.64474,2013-11-12 11:02:00,"Nov 22, 2013",1865.423,1862.103,1877.0,"Nov 23, 2013",289.363250317,22.8964240476,230.0,280.0
2489,AQLX-1,32888032,10.0,287.78539,0.68665,2014-07-14 17:40:00,"Jul 24, 2014",497.43,0.0,506.0,"Jul 25, 2014",289.369284889,22.937963838,230.0,280.0
2490,AQLX-1,30796240,4.0,287.78556,0.59915,2009-11-23 01:00:00,"Nov 29, 2009",1318.961,1292.825,1335.0,"Nov 30, 2009",289.35694029,22.851205843,230.0,280.0
2491,AQLX-1,32888035,10.0,287.78558,0.57547,2014-07-16 18:45:00,"Jul 26, 2014",1614.455,541.97,1619.0,"Jul 27, 2014",289.353574226,22.8277298779,230.0,280.0
2492,AQLX-1,31766021,7.0,287.7856,0.59002,2011-10-25 08:27:00,"Oct 31, 2011",599.605,596.738,604.0,"Nov 1, 2011",289.355677072,22.8421502726,230.0,280.0
2493,AQLX-1,31766081,8.0,287.78607,0.63744,2012-11-09 08:58:00,"Nov 17, 2012",4526.297,4527.049,4549.0,"Dec 3, 2012",289.362969109,22.8890942225,230.0,280.0
2494,AQLX-1,33665040,13.0,287.78675,0.58278,2015-07-21 02:15:00,"Jul 31, 2015",1017.937,996.052,1034.0,"Aug 1, 2015",289.355878195,22.8348218644,230.0,280.0
2495,AQLX-1,32888013,9.0,287.7873,0.57454,2013-08-31 04:25:00,"Sep 10, 2013",1892.75,1887.953,1911.0,"Sep 11, 2013",289.355290986,22.8265812994,230.0,280.0
2496,AQLX-1,31766023,7.0,287.78736,0.59969,2011-10-28 16:52:00,"Nov 3, 2011",654.199,641.796,656.0,"Nov 4, 2011",289.358953704,22.8515038148,230.0,280.0
2497,AQLX-1,31766075,8.0,287.78781,0.59309,2012-10-11 09:09:00,"Oct 17, 2012",3344.123,3342.004,2319.0,"Oct 18, 2012",289.35849333,22.844902089,230.0,280.0
2498,AQLX-1,31766027,7.0,287.78852,0.58477,2011-11-05 23:59:00,"Nov 12, 2011",628.387,829.874,845.0,"Nov 12, 2011",289.358066558,22.8365611464,230.0,280.0
2499,AQLX-1,30796243,4.0,287.7887,0.61469,2009-11-26 04:33:00,"Dec 2, 2009",2282.498,2198.354,2326.0,"Dec 3, 2009",289.362541869,22.8661960885,230.0,280.0
2500,AQLX-1,35323004,9.0,287.78881,0.61725,2013-06-09 09:36:00,"Jun 19, 2013",799.453,784.574,801.0,"Jun 20, 2013",289.363026642,22.8687192375,230.0,280.0
2501,AQLX-1,30796248,6.0,287.78894,0.58834,2010-10-15 22:52:00,"Oct 21, 2010",2583.437,2581.085,2633.0,"Oct 22, 2010",289.359029066,22.8400445557,230.0,280.0
2502,AQLX-1,35323011,9.0,287.78936,0.55626,2013-06-17 05:06:00,"Jun 27, 2013",1489.617,1487.116,1494.0,"Jun 28, 2013",289.354891645,22.8081892586,230.0,280.0
2503,AQLX-1,35323019,9.0,287.78937,0.56971,2013-07-07 16:57:00,"Jul 18, 2013",884.619,863.04,888.0,"Jul 18, 2013",289.35682621,22.8215205555,230.0,280.0
2504,AQLX-1,30796237,4.0,287.78957,0.63362,2009-11-20 00:52:00,"Nov 26, 2009",1009.126,982.239,1025.0,"Nov 27, 2009",289.366187847,22.8848459673,230.0,280.0
2505,AQLX-1,35323012,9.0,287.78959,0.54992,2013-06-23 18:05:00,"Jul 4, 2013",999.446,994.463,1001.0,"Jul 4, 2013",289.354232254,22.8018743078,230.0,280.0
2506,AQLX-1,32888038,10.0,287.78963,0.55082,2014-07-25 15:49:00,"Aug 4, 2014",2969.895,2895.69,2977.0,"Aug 5, 2014",289.354403969,22.8027611502,230.0,280.0
2507,AQLX-1,35323014,9.0,287.78968,0.53798,2013-06-27 12:01:00,"Jul 7, 2013",759.061,93.294,93.0,"Jul 8, 2013",289.352621646,22.790026645,230.0,280.0
2508,AQLX-1,35323007,9.0,287.79057,0.61771,2013-06-13 19:26:00,"Jun 24, 2013",1499.673,1493.416,1502.0,"Jun 24, 2013",289.364985832,22.8689430609,230.0,280.0
2509,AQLX-1,32888010,9.0,287.7907,0.57393,2013-08-20 05:31:00,"Aug 30, 2013",1971.164,1936.586,1992.0,"Aug 31, 2013",289.358860223,22.8255283581,230.0,280.0
2510,AQLX-1,31766029,7.0,287.79072,0.63461,2011-11-10 11:05:00,"Nov 16, 2011",629.607,625.247,634.0,"Nov 17, 2011",289.36756687,22.8856755936,230.0,280.0
2511,AQLX-1,31766008,5.0,287.79105,0.59442,2010-07-23 06:02:00,"Jul 29, 2010",1168.952,1150.083,1185.0,"Jul 30, 2010",289.362168553,22.8457932446,230.0,280.0
2512,AQLX-1,32888019,9.0,287.79127,0.60031,2013-10-03 15:05:00,"Oct 13, 2013",1888.011,1857.117,1915.0,"Oct 14, 2013",289.363248161,22.8516027901,230.0,280.0
2513,AQLX-1,32888007,9.0,287.79147,0.58546,2013-08-10 08:25:00,"Aug 20, 2013",2124.793,2124.223,2140.0,"Aug 21, 2013",289.36133807,22.8368561108,230.0,280.0
2514,AQLX-1,33665069,13.0,287.79157,0.59027,2015-10-08 19:44:00,"Oct 18, 2015",834.929,1044.641,1051.0,"Oct 19, 2015",289.362133941,22.8416108855,230.0,280.0
2515,AQLX-1,30796235,4.0,287.79167,0.62252,2009-11-18 16:32:00,"Nov 24, 2009",1584.265,1553.622,1597.0,"Nov 25, 2009",289.366857826,22.8735659709,230.0,280.0
2516,AQLX-1,33665001,12.0,287.79215,0.60451,2015-03-08 10:07:00,"Mar 18, 2015",994.226,985.251,1001.0,"Mar 19, 2015",289.364795889,22.8556500142,230.0,280.0
2517,AQLX-1,31766024,7.0,287.79223,0.58301,2011-10-30 07:25:00,"Nov 5, 2011",279.443,277.632,284.0,"Nov 6, 2011",289.361804871,22.8343272963,230.0,280.0
2518,AQLX-1,32888024,9.0,287.79224,0.63668,2013-11-05 01:12:00,"Nov 15, 2013",2020.654,2016.685,2032.0,"Nov 16, 2013",289.369498662,22.8875269915,230.0,280.0
2519,AQLX-1,31766011,5.0,287.79241,0.57774,2010-07-26 10:46:00,"Aug 1, 2010",1108.959,1089.744,1123.0,"Aug 2, 2010",289.36124436,22.8290795852,230.0,280.0
2520,AQLX-1,33665002,12.0,287.79388,0.55756,2015-03-09 10:05:00,"Mar 19, 2015",1853.287,1841.648,1873.0,"Mar 20, 2015",289.359937981,22.8088819957,230.0,280.0
2521,AQLX-1,30796253,6.0,287.794,0.61088,2010-10-26 23:59:00,"Nov 2, 2010",2255.499,2357.249,2408.0,"Nov 2, 2010",289.367697803,22.8617203327,230.0,280.0
2522,AQLX-1,32888001,9.0,287.79451,0.536,2013-07-24 08:06:00,"Aug 3, 2013",1998.712,1926.535,2008.0,"Aug 4, 2013",289.357531503,22.7874271731,230.0,280.0
2523,AQLX-1,30796236,4.0,287.79452,0.63778,2009-11-19 15:01:00,"Nov 25, 2009",1519.122,1491.165,1535.0,"Nov 26, 2009",289.372109266,22.8883165666,230.0,280.0
2524,AQLX-1,30796005,2.0,287.79488,0.58883,2006-08-08 23:07:00,"Apr 9, 2015",553.074,547.774,571.0,"Aug 19, 2006",289.365487913,22.8397469243,230.0,280.0
2525,AQLX-1,33665072,13.0,287.79519,0.5944,2015-10-14 14:14:00,"Oct 24, 2015",1015.456,1014.024,475.0,"Oct 25, 2015",289.366618604,22.8452273557,230.0,280.0
2526,AQLX-1,30796245,4.0,287.79577,0.61313,2009-11-28 17:29:00,"Dec 4, 2009",1273.949,1246.191,1287.0,"Dec 5, 2009",289.369923957,22.8637171205,230.0,280.0
2527,AQLX-1,33665060,13.0,287.79587,0.56917,2015-09-18 01:47:00,"Sep 28, 2015",1015.456,1014.929,1022.0,"Sep 29, 2015",289.363739031,22.8201281246,230.0,280.0
2528,AQLX-1,32888012,9.0,287.79589,0.60519,2013-08-24 09:13:00,"Sep 3, 2013",1834.26,1832.369,1847.0,"Sep 4, 2013",289.368916201,22.8558307018,230.0,280.0
2529,AQLX-1,31766063,8.0,287.79605,0.56194,2012-07-25 00:34:00,"Jul 31, 2012",4319.551,4314.489,3029.0,"Aug 5, 2012",289.362898067,22.8129375621,230.0,280.0
2531,AQLX-1,31766079,8.0,287.7964,0.59978,2012-10-29 02:01:00,"Nov 16, 2012",4856.427,4853.061,4882.0,"Nov 22, 2012",289.368690248,22.8504007533,230.0,280.0
2532,AQLX-1,35323009,9.0,287.79642,0.55056,2013-06-14 02:17:00,"Jun 24, 2013",1738.323,1720.771,1744.0,"Jun 25, 2013",289.361667768,22.8016081547,230.0,280.0
2533,AQLX-1,35323022,9.0,287.79687,0.5908,2013-07-12 20:49:00,"Jul 22, 2013",724.0,894.428,958.0,"Jul 23, 2013",289.367910227,22.8414372048,230.0,280.0
2534,AQLX-1,31766022,7.0,287.79701,0.58985,2011-10-26 13:20:00,"Nov 1, 2011",609.607,607.561,615.0,"Nov 2, 2011",289.367924816,22.8404770605,230.0,280.0
2535,AQLX-1,33665034,13.0,287.79739,0.57988,2015-07-07 21:33:00,"Jul 17, 2015",828.023,827.668,835.0,"Jul 18, 2015",289.366906416,22.8305440581,230.0,280.0
2536,AQLX-1,35323008,9.0,287.79777,0.57416,2013-06-15 19:46:00,"Jun 25, 2013",1449.259,1439.476,1454.0,"Jun 26, 2013",289.366496408,22.8248239005,230.0,280.0
2537,AQLX-1,33665049,13.0,287.7997,0.58444,2015-08-25 01:14:00,"Sep 4, 2015",468.023,466.913,959.0,"Sep 5, 2015",289.370043507,22.8347594608,230.0,280.0
2538,AQLX-1,32888005,9.0,287.79995,0.53616,2013-08-06 08:23:00,"Aug 16, 2013",1980.677,1967.324,1995.0,"Aug 17, 2013",289.363403135,22.7868683972,230.0,280.0
2539,AQLX-1,32888045,10.0,287.79999,0.56181,2014-08-10 07:25:00,"Aug 20, 2014",3389.229,3336.047,3392.0,"Aug 21, 2014",289.367116263,22.8122890263,230.0,280.0
2540,AQLX-1,33665050,13.0,287.80082,0.54839,2015-08-27 17:10:00,"Sep 6, 2015",754.781,753.129,767.0,"Sep 7, 2015",289.366088326,22.7988767726,230.0,280.0
2541,AQLX-1,35323013,9.0,287.80177,0.57357,2013-06-25 16:35:00,"Jul 5, 2013",1624.218,1618.496,1633.0,"Jul 6, 2013",289.370713627,22.8237114084,230.0,280.0
2542,AQLX-1,33665070,13.0,287.80192,0.60771,2015-10-10 22:31:00,"Oct 20, 2015",912.657,912.4,920.0,"Oct 21, 2015",289.375763302,22.8575330635,230.0,280.0
2543,AQLX-1,31766059,8.0,287.80195,0.57782,2012-07-01 07:05:00,"Jul 11, 2012",4448.504,4446.322,0.0,"Jul 12, 2012",289.371515608,22.827900493,230.0,280.0
2544,AQLX-1,35323025,9.0,287.80237,0.54806,2013-07-19 15:45:00,"Jul 29, 2013",1029.656,1008.287,1036.0,"Jul 30, 2013",289.3677077,22.7983452254,230.0,280.0
2545,AQLX-1,33665032,13.0,287.80246,0.57867,2015-07-04 01:30:00,"Jul 14, 2015",870.867,870.806,886.0,"Jul 15, 2015",289.372185775,22.8286757925,230.0,280.0
2546,AQLX-1,31766070,8.0,287.80285,0.59241,2012-09-11 04:40:00,"Sep 17, 2012",4259.653,4261.333,4290.0,"Sep 22, 2012",289.374572522,22.8422441811,230.0,280.0
2547,AQLX-1,35323015,9.0,287.80287,0.55904,2013-06-29 11:54:00,"Jul 9, 2013",1224.619,1219.325,1227.0,"Jul 10, 2013",289.369816719,22.8091633022,230.0,280.0
2548,AQLX-1,30796246,4.0,287.80301,0.62771,2009-11-28 23:59:00,"Dec 5, 2009",1047.92,1117.999,1161.0,"Dec 5, 2009",289.379800785,22.8772142113,230.0,280.0
2549,AQLX-1,33665036,13.0,287.80306,0.53319,2015-07-11 18:37:00,"Jul 21, 2015",844.854,843.092,616.0,"Jul 22, 2015",289.36632185,22.7835141698,230.0,280.0
2550,AQLX-1,33665071,13.0,287.80307,0.6022,2015-10-12 22:21:00,"Oct 22, 2015",987.905,987.347,995.0,"Oct 23, 2015",289.376211145,22.851919464,230.0,280.0
2551,AQLX-1,31766061,8.0,287.80364,0.55751,2012-07-13 14:14:00,"Jul 23, 2012",4202.693,4197.243,3086.0,"Jul 24, 2012",289.370425709,22.8075450991,230.0,280.0
2552,AQLX-1,35323016,9.0,287.80404,0.53984,2013-07-01 02:21:00,"Jul 12, 2013",1118.906,1115.571,865.0,"Jul 12, 2013",289.368326988,22.7899767504,230.0,280.0
2553,AQLX-1,31766005,5.0,287.80439,0.60189,2010-07-20 07:18:00,"Jul 26, 2010",1164.244,1143.518,1178.0,"Jul 27, 2010",289.377586571,22.8514380245,230.0,280.0
2554,AQLX-1,32888022,9.0,287.80469,0.58666,2013-10-22 01:00:00,"Nov 1, 2013",1905.77,1901.259,1923.0,"Nov 2, 2013",289.375728104,22.8363016594,230.0,280.0
2555,AQLX-1,35323006,9.0,287.80572,0.56173,2013-06-11 14:54:00,"Jun 21, 2013",959.447,933.043,964.0,"Jun 22, 2013",289.373266391,22.8114537721,230.0,280.0
2556,AQLX-1,31766010,5.0,287.80579,0.58663,2010-07-25 17:16:00,"Jul 31, 2010",499.082,492.807,515.0,"Aug 1, 2010",289.376906852,22.8361267133,230.0,280.0
2557,AQLX-1,35323024,9.0,287.80599,0.5555,2013-07-17 12:58:00,"Jul 27, 2013",1079.052,1030.11,1086.0,"Jul 28, 2013",289.372664895,22.8052425672,230.0,280.0
2558,AQLX-1,32888031,10.0,287.80604,0.57542,2014-07-13 20:48:00,"Jul 23, 2014",89.12,87.855,95.0,"Jul 24, 2014",289.375570497,22.8249818124,230.0,280.0
2559,AQLX-1,32888006,9.0,287.8062,0.55897,2013-08-08 08:21:00,"Aug 18, 2013",1104.262,1099.949,1108.0,"Aug 19, 2013",289.373387426,22.8086545184,230.0,280.0
2560,AQLX-1,30796009,3.0,287.80767,0.57293,2007-05-28 01:17:00,"Jul 2, 2015",1835.167,1839.85,2042.0,"Jun 8, 2007",289.376966859,22.8222984376,230.0,280.0
2561,AQLX-1,30796026,3.0,287.80785,0.62511,2007-07-08 18:31:00,"Jul 16, 2015",3407.346,3482.542,3642.0,"Jul 19, 2007",289.384635102,22.8739980272,230.0,280.0
2562,AQLX-1,31766032,7.0,287.80813,0.61928,2011-11-15 17:45:00,"Nov 21, 2011",559.621,557.504,565.0,"Nov 22, 2011",289.384100893,22.8681821092,230.0,280.0
2563,AQLX-1,30796238,4.0,287.80818,0.63872,2009-11-21 02:26:00,"Nov 27, 2009",1384.124,1354.909,1396.0,"Nov 28, 2009",289.386940684,22.8874452959,230.0,280.0
2564,AQLX-1,30796231,4.0,287.80877,0.63608,2009-11-15 03:22:00,"Nov 21, 2009",999.123,978.863,1012.0,"Nov 22, 2009",289.387197059,22.8847505598,230.0,280.0
2565,AQLX-1,30796250,6.0,287.8088,0.60524,2010-10-20 02:28:00,"Oct 26, 2010",2916.368,2914.037,2950.0,"Oct 27, 2010",289.382809951,22.8541765653,230.0,280.0
2566,AQLX-1,32888009,9.0,287.80885,0.61589,2013-08-16 23:05:00,"Aug 26, 2013",1980.815,1979.824,2002.0,"Aug 27, 2013",289.384389665,22.864726775,230.0,280.0
2567,AQLX-1,35323017,9.0,287.80914,0.56934,2013-07-03 16:58:00,"Jul 13, 2013",1009.614,1005.187,1012.0,"Jul 14, 2013",289.3780336,22.8185458475,230.0,280.0
2568,AQLX-1,32888034,10.0,287.80988,0.57763,2014-07-15 02:44:00,"Jul 25, 2014",1927.348,1808.218,1940.0,"Jul 26, 2014",289.380016576,22.826665634,230.0,280.0
2569,AQLX-1,32888021,9.0,287.81008,0.59232,2013-10-15 04:13:00,"Oct 25, 2013",2013.358,2012.14,2025.0,"Oct 26, 2013",289.382335793,22.8412007139,230.0,280.0
2570,AQLX-1,31766060,8.0,287.8102,0.58613,2012-07-09 10:39:00,"Jul 20, 2012",5023.075,5019.548,0.0,"Jul 20, 2012",289.38157817,22.8350490475,230.0,280.0
2571,AQLX-1,31766026,7.0,287.81092,0.59971,2011-11-04 01:20:00,"Nov 10, 2011",669.146,662.681,671.0,"Nov 11, 2011",289.38429796,22.8484150945,230.0,280.0
2572,AQLX-1,31766018,7.0,287.81107,0.61169,2011-10-18 17:17:00,"Oct 24, 2011",394.619,391.249,0.0,"Oct 25, 2011",289.386175864,22.8602704001,230.0,280.0
2573,AQLX-1,31766065,8.0,287.81135,0.57439,2012-08-12 09:23:00,"Aug 20, 2012",5043.42,5042.784,5065.0,"Aug 23, 2012",289.381133396,22.8232599595,230.0,280.0
2574,AQLX-1,33665038,13.0,287.81172,0.60102,2015-07-17 00:53:00,"Jul 27, 2015",749.654,753.648,776.0,"Jul 28, 2015",289.385346124,22.8496079953,230.0,280.0
2575,AQLX-1,30796244,4.0,287.81195,0.63096,2009-11-27 17:27:00,"Dec 4, 2009",1543.958,1513.296,1557.0,"Dec 4, 2009",289.389884336,22.8792554406,230.0,280.0
2576,AQLX-1,30796234,4.0,287.81202,0.63493,2009-11-17 10:13:00,"Nov 23, 2009",1564.111,1534.955,1577.0,"Nov 24, 2009",289.390528747,22.8831814473,230.0,280.0
2577,AQLX-1,33665031,13.0,287.81235,0.58065,2015-07-01 14:16:00,"Jul 11, 2015",990.377,989.09,996.0,"Jul 12, 2015",289.383105449,22.8293331386,230.0,280.0
2578,AQLX-1,33665051,13.0,287.81272,0.55698,2015-08-29 13:57:00,"Sep 8, 2015",972.908,970.709,979.0,"Sep 9, 2015",289.380113319,22.8058214957,230.0,280.0
2579,AQLX-1,33665037,13.0,287.81334,0.54347,2015-07-12 05:20:00,"Jul 22, 2015",559.11,554.493,569.0,"Jul 23, 2015",289.378845523,22.7923478843,230.0,280.0
2580,AQLX-1,30796019,3.0,287.81336,0.59098,2007-06-21 21:23:00,"Jun 30, 2015",1860.407,1854.435,978.0,"Jul 2, 2007",289.385671539,22.8394393829,230.0,280.0
2581,AQLX-1,30796014,3.0,287.81344,0.56259,2007-06-04 00:21:00,"Jun 30, 2015",1634.723,1853.619,1888.0,"Jun 15, 2007",289.381690902,22.8112873496,230.0,280.0
2582,AQLX-1,30796010,3.0,287.81393,0.56133,2007-05-28 21:58:00,"Jul 7, 2015",164.223,0.0,376.0,"Jun 8, 2007",289.382037351,22.8099737109,230.0,280.0
2583,AQLX-1,30796024,3.0,287.81422,0.62564,2007-07-06 11:48:00,"Jul 16, 2015",0.0,1601.153,1668.0,"Jul 17, 2007",289.39156378,22.8736822432,230.0,280.0
2584,AQLX-1,35323023,9.0,287.8144,0.57355,2013-07-15 14:27:00,"Jul 25, 2013",979.23,934.102,988.0,"Jul 26, 2013",289.384293017,22.8220246644,230.0,280.0
2585,AQLX-1,35323018,9.0,287.81459,0.55038,2013-07-05 22:04:00,"Jul 15, 2013",83.975,0.0,2.0,"Jul 16, 2013",289.381178907,22.7990323915,230.0,280.0
2586,AQLX-1,33665003,12.0,287.81526,0.60126,2015-03-11 10:12:00,"Mar 21, 2015",1084.729,1080.498,1089.0,"Mar 22, 2015",289.389188116,22.84937849,230.0,280.0
2587,AQLX-1,31766056,8.0,287.81574,0.51291,2012-06-13 15:42:00,"Jun 19, 2012",4383.764,4381.547,4412.0,"Jun 20, 2012",289.377050946,22.7617384688,230.0,280.0
2588,AQLX-1,32888026,10.0,287.81576,0.60416,2014-06-30 20:42:00,"Jul 10, 2014",3966.431,3903.489,4002.0,"Jul 11, 2014",289.390141524,22.852187064,230.0,280.0
2589,AQLX-1,31766076,8.0,287.81645,0.6147,2012-10-16 14:12:00,"Oct 22, 2012",4444.262,4416.246,4475.0,"Oct 23, 2012",289.392394438,22.8625436096,230.0,280.0
2590,AQLX-1,30796008,3.0,287.817,0.585,2007-05-25 20:44:00,"Jul 7, 2015",25.0,0.0,594.0,"Jun 5, 2007",289.388729508,22.8330311002,230.0,280.0
2591,AQLX-1,33665005,12.0,287.81735,0.61381,2015-03-13 16:12:00,"Mar 23, 2015",919.614,916.505,925.0,"Mar 24, 2015",289.393234971,22.8615425201,230.0,280.0
2592,AQLX-1,30796249,6.0,287.81742,0.60375,2010-10-18 12:03:00,"Oct 24, 2010",2834.199,2828.312,2865.0,"Oct 25, 2010",289.391868266,22.8515614039,230.0,280.0
2593,AQLX-1,31766077,8.0,287.81811,0.60191,2012-10-17 14:22:00,"Oct 24, 2012",4934.392,4932.288,4954.0,"Oct 24, 2012",289.3923467,22.8496463977,230.0,280.0
2594,AQLX-1,31766037,7.0,287.81854,0.62409,2011-11-24 02:53:00,"Nov 30, 2011",569.618,563.639,572.0,"Dec 1, 2011",289.395988871,22.8715752571,230.0,280.0
2595,AQLX-1,35323020,9.0,287.81866,0.54075,2013-07-09 05:52:00,"Jul 19, 2013",964.607,940.082,968.0,"Jul 20, 2013",289.384175813,22.7889494239,230.0,280.0
2596,AQLX-1,33665004,12.0,287.81883,0.58733,2015-03-12 13:06:00,"Mar 22, 2015",739.622,736.999,745.0,"Mar 23, 2015",289.391031501,22.835099027,230.0,280.0
2597,AQLX-1,30796241,4.0,287.81911,0.63572,2009-11-24 06:07:00,"Nov 30, 2009",1332.906,1283.095,1366.0,"Dec 1, 2009",289.398269757,22.8830280102,230.0,280.0
2598,AQLX-1,31766036,7.0,287.81929,0.61659,2011-11-22 01:07:00,"Nov 28, 2011",619.605,618.296,625.0,"Nov 29, 2011",289.39572035,22.8640419237,230.0,280.0
2599,AQLX-1,33665033,13.0,287.81953,0.55231,2015-07-05 10:29:00,"Jul 15, 2015",1043.03,1041.033,1050.0,"Jul 16, 2015",289.386766861,22.8002933103,230.0,280.0
2600,AQLX-1,31766062,8.0,287.81983,0.56832,2012-07-19 00:16:00,"Jul 25, 2012",4613.158,4817.183,4877.0,"Jul 30, 2012",289.389382967,22.8161234745,230.0,280.0
2601,AQLX-1,31766039,7.0,287.82163,0.63618,2011-11-29 13:58:00,"Dec 5, 2011",834.618,833.261,841.0,"Dec 6, 2011",289.401046841,22.8831509941,230.0,280.0
2602,AQLX-1,30796021,3.0,287.82174,0.56671,2007-06-28 18:38:00,"Jul 7, 2015",1953.172,1952.352,1987.0,"Jul 9, 2007",289.391206161,22.8142753566,230.0,280.0
2603,AQLX-1,33665035,13.0,287.82238,0.57243,2015-07-09 03:58:00,"Jul 20, 2015",892.657,888.834,904.0,"Jul 20, 2015",289.392714016,22.8198607362,230.0,280.0
2604,AQLX-1,31766080,8.0,287.82254,0.62396,2012-11-04 03:55:00,"Nov 17, 2012",4752.843,4750.235,4773.0,"Nov 28, 2012",289.400273228,22.8709179435,230.0,280.0
2606,AQLX-1,30796031,3.0,287.82365,0.61005,2007-07-26 15:11:00,"Jul 17, 2015",3506.831,3575.527,3662.0,"Aug 6, 2007",289.399472554,22.8569832517,230.0,280.0
2607,AQLX-1,30796034,3.0,287.82416,0.60197,2007-08-06 05:17:00,"Jul 19, 2015",3478.065,3472.281,3575.0,"Aug 17, 2007",289.398862579,22.8489067047,230.0,280.0
2608,AQLX-1,31766034,7.0,287.82422,0.61777,2011-11-19 12:01:00,"Nov 25, 2011",599.447,596.737,604.0,"Nov 26, 2011",289.401192729,22.8645602403,230.0,280.0
2609,AQLX-1,30796033,3.0,287.82441,0.6049,2007-08-02 15:57:00,"Jul 19, 2015",3209.329,3205.78,3258.0,"Aug 13, 2007",289.399551579,22.8517779717,230.0,280.0
2610,AQLX-1,30796251,6.0,287.82477,0.61568,2010-10-22 07:28:00,"Oct 28, 2010",2452.139,2447.708,2485.0,"Oct 29, 2010",289.401484625,22.8624158573,230.0,280.0
2611,AQLX-1,30796006,2.0,287.82495,0.59149,2006-08-11 00:49:00,"Apr 9, 2015",988.068,974.24,1004.0,"Aug 22, 2006",289.398209745,22.8384141624,230.0,280.0
2612,AQLX-1,30796239,4.0,287.82567,0.67327,2009-11-22 10:37:00,"Nov 28, 2009",848.076,795.54,878.0,"Nov 29, 2009",289.410715561,22.9193816482,230.0,280.0
2613,AQLX-1,33665014,12.0,287.82639,0.58089,2015-03-23 06:25:00,"Apr 2, 2015",982.78,934.588,995.0,"Apr 3, 2015",289.398238844,22.827716871,230.0,280.0
2614,AQLX-1,33665020,12.0,287.8265,0.60829,2015-03-29 17:11:00,"Apr 8, 2015",945.37,946.922,954.0,"Apr 9, 2015",289.402285714,22.8548621031,230.0,280.0
2615,AQLX-1,33665039,13.0,287.82657,0.55652,2015-07-19 11:46:00,"Jul 29, 2015",1068.189,1063.706,1080.0,"Jul 30, 2015",289.394939586,22.8035366802,230.0,280.0
2616,AQLX-1,31766025,7.0,287.82693,0.60476,2011-11-02 05:52:00,"Nov 8, 2011",284.51,273.418,288.0,"Nov 9, 2011",289.402242001,22.8513062155,230.0,280.0
2617,AQLX-1,30796004,2.0,287.82702,0.59413,2006-08-12 10:29:00,"Apr 9, 2015",1168.03,1153.536,1183.0,"Aug 23, 2006",289.400814539,22.8407575304,230.0,280.0
2618,AQLX-1,30796003,2.0,287.82716,0.60992,2006-08-04 20:43:00,"Apr 9, 2015",998.068,988.087,1012.0,"Aug 15, 2006",289.403229388,22.8563906002,230.0,280.0
2619,AQLX-1,33665017,12.0,287.82719,0.60502,2015-03-26 17:12:00,"Apr 5, 2015",1020.464,1018.78,1026.0,"Apr 6, 2015",289.402558939,22.8515295739,230.0,280.0
