,Target_Name,obsid,obs_chunk,RA_(J2000),Dec_(J2000),start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,Eclip_LONG,Eclip_LAT,GroupID,GroupSize
726,SN2006JD,31016001,1.0,120.52084,0.80299,2007-11-16 17:32:00,"Aug 4, 2015",2108.622,2058.412,1070.0,"Nov 27, 2007",122.540187334,-19.2548989429,62.0,28.0
729,SN2006JD,31016005,1.0,120.53628,0.81396,2007-11-22 22:55:00,"Aug 4, 2015",0.0,0.0,383.0,"Dec 3, 2007",122.553674153,-19.2408789693,62.0,28.0
730,SN2006JD,31016002,1.0,120.5367,0.81848,2007-11-21 11:42:00,"Aug 4, 2015",2918.465,2792.831,2916.0,"Dec 2, 2007",122.553083862,-19.2363738453,62.0,28.0
733,SN2006JD,31016010,3.0,120.54977,0.82008,2008-09-09 00:21:00,"Oct 20, 2015",1763.675,1764.351,1848.0,"Sep 20, 2008",122.566241403,-19.2320130203,62.0,28.0
734,UGC4179-SN06JD,46685004,2.0,120.55678,0.79998,2012-09-21 18:56:00,"Sep 27, 2012",91.652,0.0,2.0,"Oct 2, 2012",122.578052634,-19.2501454532,62.0,28.0
735,SN2006JD,31016003,1.0,120.55798,0.79109,2007-11-22 00:47:00,"Aug 4, 2015",1611.076,1524.628,1153.0,"Dec 3, 2007",122.581311285,-19.2585720339,62.0,28.0
736,SN2006JD,31016012,3.0,120.56469,0.82523,2008-09-11 00:29:00,"Oct 20, 2015",7356.178,7070.425,7539.0,"Sep 22, 2008",122.580506422,-19.2237873151,62.0,28.0
738,UGC4179-SN06JD,46685002,2.0,120.57666,0.7975,2012-09-14 16:56:00,"Sep 20, 2012",5745.691,5488.669,5803.0,"Sep 25, 2012",122.599181667,-19.2483086545,62.0,28.0
739,SN2006JD,31016011,3.0,120.57845,0.81368,2008-09-10 19:39:00,"Oct 20, 2015",2494.742,2419.156,2541.0,"Sep 21, 2008",122.597360455,-19.23212105,62.0,28.0
740,SWIFTJ0805.1-01,47119006,1.0,121.27702,-1.16784,2011-12-01 00:46:00,"Dec 7, 2011",446.293,446.392,454.0,"Dec 8, 2011",123.783051417,-21.0139883518,63.0,7.0
741,SWIFTJ0805.1-01,47119003,1.0,121.28564,-1.16019,2011-10-31 23:59:00,"Nov 7, 2011",1050.551,1048.492,1056.0,"Nov 7, 2011",123.790241463,-21.00462114,63.0,7.0
742,SWIFTJ0805.1-01,47119005,1.0,121.29037,-1.16272,2011-11-20 14:45:00,"Nov 26, 2011",172.995,172.775,179.0,"Nov 27, 2011",123.795781238,-21.0060419258,63.0,7.0
743,SWIFTJ0805.1-01,47119007,1.0,121.2914,-1.19444,2011-12-12 08:06:00,"Dec 18, 2011",1721.395,1677.434,1740.0,"Dec 19, 2011",123.804378203,-21.0367473651,63.0,7.0
744,SWIFTJ0805.1-01,47119001,1.0,121.29595,-1.15716,2011-10-28 09:46:00,"Nov 3, 2011",3224.241,3246.216,2902.0,"Nov 4, 2011",123.800290857,-20.9993851897,63.0,7.0
745,SWIFTJ0805.1-01,47119004,1.0,121.30659,-1.16586,2011-11-08 15:26:00,"Nov 14, 2011",313.042,310.323,317.0,"Nov 15, 2011",123.813465932,-21.0055145014,63.0,7.0
746,SWIFTJ0805.1-01,47119002,1.0,121.32009,-1.1743,2011-10-30 03:28:00,"Nov 5, 2011",1236.105,1170.957,1273.0,"Nov 6, 2011",123.829567297,-21.0107558697,63.0,7.0
749,RMJ080546.2-005,85576004,1.0,121.41853,-0.95168,2014-12-07 00:16:00,"Dec 17, 2014",172.995,172.147,179.0,"Dec 18, 2014",123.879483873,-20.7718585883,64.0,5.0
750,RMJ080546.2-005,85576001,1.0,121.43465,-0.95585,2014-11-30 06:47:00,"Dec 10, 2014",353.009,352.27,359.0,"Dec 11, 2014",123.897282004,-20.7723494263,64.0,5.0
751,RMJ080546.2-005,85576003,1.0,121.46531,-0.97156,2014-12-05 17:54:00,"Dec 15, 2014",534.027,530.132,552.0,"Dec 16, 2014",123.93298165,-20.7808626411,64.0,5.0
754,1RXS_J080903.6+,48360003,1.0,122.28802,0.51436,2013-09-15 12:17:00,"Sep 25, 2013",2.508,4.866,359.0,"Sep 26, 2013",124.432814605,-19.1486630376,65.0,5.0
755,1RXS_J080903.6+,48360002,1.0,122.29235,0.53057,2013-09-13 09:03:00,"Sep 23, 2013",48.069,48.247,55.0,"Sep 24, 2013",124.433420883,-19.1318945527,65.0,5.0
758,CRABOFFSET,59003002,1.0,124.46016,0.87123,2009-01-30 09:12:00,"Feb 5, 2009",2504.79,2502.002,2536.0,"Feb 6, 2009",126.577107902,-18.2996525097,66.0,3.0
759,CRABOFFSET,59003001,1.0,124.47145,0.87393,2009-01-22 05:24:00,"Jan 28, 2009",8695.36,8689.079,8515.0,"Jan 29, 2009",126.587984461,-18.2943530338,66.0,3.0
760,SAA-COLD-165-05,74283001,1.0,124.9514,-0.022,2006-09-14 08:08:00,"Apr 9, 2015",146.198,0.0,731.0,"Sep 25, 2006",127.306011338,-19.0495450465,67.0,26.0
761,SAA-COLD-165-05,74283008,3.0,124.95666,0.0246,2008-06-13 19:01:00,"Oct 5, 2015",99.699,0.0,255.0,"Jun 24, 2008",127.299528487,-19.0030513189,67.0,26.0
762,SAA-COLD-165-05,74283007,3.0,124.96593,0.02252,2008-06-12 18:55:00,"Oct 5, 2015",68.22,0.0,241.0,"Jun 23, 2008",127.309573978,-19.0028352211,67.0,26.0
763,SAA-COLD-165-05,74283003,1.0,124.96734,-0.00398,2006-09-17 06:43:00,"Apr 9, 2015",240.156,0.0,900.0,"Sep 28, 2006",127.317779955,-19.0282133368,67.0,26.0
764,SAA-COLD-163-05,74283019,1.0,124.9732,0.03574,2016-06-10 11:17:00,"Jun 20, 2016",43.606,0.0,805.0,"Jun 21, 2016",127.313664751,-18.9882523615,67.0,26.0
765,SAA-COLD-165-05,74283006,2.0,124.97775,-0.00471,2007-06-14 19:58:00,"Jun 30, 2015",166.35,0.0,243.0,"Jun 25, 2007",127.328652779,-19.0264111404,67.0,26.0
768,SAA-COLD-161-6,67496001,1.0,124.98211,-0.00661,2005-06-10 20:17:00,"Nov 18, 2014",81.448,0.0,146.0,"Jun 21, 2005",127.333613365,-19.0272033139,67.0,26.0
769,SAA-COLD-161-6,67496002,1.0,124.98337,-0.01079,2005-06-10 21:58:00,"Nov 18, 2014",333.589,0.0,130.0,"Jun 21, 2005",127.33597351,-19.0309558959,67.0,26.0
771,SAA-COLD-163-05,74283020,1.0,124.98676,0.02304,2016-06-12 15:54:00,"Jun 22, 2016",52.146,0.0,72.0,"Jun 23, 2016",127.330821381,-18.9973072084,67.0,26.0
772,SAA-COLD-165-05,74283005,2.0,124.98768,-0.02198,2007-06-14 15:11:00,"Jul 1, 2015",909.496,0.0,1336.0,"Jun 25, 2007",127.343254109,-19.0407754693,67.0,26.0
773,SAA-COLD-165-05,74283014,4.0,124.99065,0.04755,2011-06-11 17:28:00,"Jun 17, 2011",78.833,0.0,223.0,"Jun 18, 2011",127.328561474,-18.9725826151,67.0,26.0
774,SAA-COLD-165-05,74283013,4.0,124.99249,0.03703,2011-06-10 17:24:00,"Jun 16, 2011",58.551,0.0,244.0,"Jun 17, 2011",127.333133253,-18.9823481253,67.0,26.0
777,SAA-COLD-165-05,74283012,4.0,124.99929,0.04835,2011-06-09 17:20:00,"Jun 15, 2011",41.471,0.0,326.0,"Jun 16, 2011",127.33722385,-18.9697220152,67.0,26.0
779,SAA-COLD-165-05,74283017,4.0,125.00339,0.03812,2011-06-14 17:42:00,"Jun 20, 2011",29.729,0.0,204.0,"Jun 21, 2011",127.344041373,-18.9786605733,67.0,26.0
781,SAA-COLD-166-8,69844001,1.0,125.01403,0.00141,2006-06-15 19:41:00,"Mar 3, 2015",476.918,0.0,235.0,"Jun 26, 2006",127.364331594,-19.0117174444,67.0,26.0
782,SAA-COLD-166-8,69844002,1.0,125.01491,0.00183,2006-06-15 21:25:00,"Mar 5, 2015",621.823,0.0,264.0,"Jun 26, 2006",127.365127596,-19.0110974293,67.0,26.0
783,SAA-COLD-165-05,74283015,4.0,125.01944,0.05009,2011-06-12 17:33:00,"Jun 18, 2011",39.336,0.0,177.0,"Jun 19, 2011",127.357456969,-18.9631710438,67.0,26.0
784,SAA-COLD-165-05,74283016,4.0,125.02075,0.04653,2011-06-13 17:37:00,"Jun 19, 2011",62.821,0.0,184.0,"Jun 20, 2011",127.359709805,-18.9663095865,67.0,26.0
785,SAA-COLD-165-05,74283004,1.0,125.02902,0.00546,2006-09-19 06:56:00,"Apr 9, 2015",56.415,0.0,1152.0,"Sep 30, 2006",127.378682792,-19.0041680321,67.0,26.0
786,IPTF15WB,33704002,1.0,127.03266,0.31362,2015-03-17 10:42:00,"Mar 27, 2015",2753.838,2656.253,2781.0,"Mar 28, 2015",129.347147317,-18.2109037196,68.0,2.0
787,IPTF15WB,33704001,1.0,127.046,0.27714,2015-03-16 18:44:00,"Mar 26, 2015",2983.775,2934.127,3002.0,"Mar 27, 2015",129.370426298,-18.2428387638,68.0,2.0
789,XMMSL1J083150.5,35855003,1.0,127.95771,-0.03115,2011-09-20 01:47:00,"Sep 26, 2011",474.036,463.957,480.0,"Sep 27, 2011",130.38161536,-18.3084280184,69.0,3.0
790,XMMSL1J083150.5,35855002,1.0,127.96,-0.04637,2011-09-18 04:50:00,"Sep 24, 2011",1337.47,1312.884,677.0,"Sep 25, 2011",130.388077999,-18.3225436563,69.0,3.0
794,SAA-COLD-168-06,74996024,1.0,129.96792,0.02806,2013-06-17 19:02:00,"Jun 27, 2013",67.091,0.0,303.0,"Jun 28, 2013",132.404684498,-17.7225950889,71.0,24.0
795,SAA-COLD-168-06,74996025,1.0,129.9708,0.04147,2013-06-18 19:04:00,"Jun 28, 2013",25.453,0.0,373.0,"Jun 29, 2013",132.403820841,-17.708904011,71.0,24.0
796,SAA-COLD-155-5,74996013,1.0,129.97348,0.01406,2009-06-18 19:15:00,"Jun 24, 2009",195.095,0.0,258.0,"Jun 25, 2009",132.414250783,-17.7345903149,71.0,24.0
798,SAA-COLD-269-1,74996019,1.0,129.97703,0.00397,2010-09-26 07:39:00,"Oct 2, 2010",110.1,0.0,636.0,"Oct 3, 2010",132.420683735,-17.7433578302,71.0,24.0
799,SAA-COLD-155-05,74996005,2.0,129.98008,-0.0128,2008-06-17 19:27:00,"Oct 5, 2015",108.989,0.0,166.0,"Jun 28, 2008",132.428493904,-17.7586942781,71.0,24.0
800,SAA-COLD-169-6,74996017,1.0,129.98475,0.02894,2010-06-18 19:42:00,"Jun 24, 2010",76.698,0.0,91.0,"Jun 25, 2010",132.421457153,-17.7172320464,71.0,24.0
801,SAA-COLD-155-05,74996004,2.0,129.9868,0.05374,2008-06-06 18:16:00,"Oct 3, 2015",56.402,0.0,187.0,"Jun 17, 2008",132.416544989,-17.6927914095,71.0,24.0
802,SAA-COLD-155-05,74996003,1.0,129.98763,-0.0198,2007-06-19 20:32:00,"Jul 7, 2015",452.861,0.0,83.0,"Jun 30, 2007",132.438103671,-17.76341108,71.0,24.0
805,SAA-COLD-155-05,74996002,1.0,129.99377,-0.02837,2007-06-19 18:47:00,"Jul 1, 2015",200.531,0.0,129.0,"Jun 30, 2007",132.446730268,-17.7700183135,71.0,24.0
806,SAA-COLD-170-05,74996023,1.0,129.99568,0.05249,2012-06-18 18:23:00,"Jun 24, 2012",26.527,0.0,234.0,"Jun 25, 2012",132.425876075,-17.6916127893,71.0,24.0
807,SAA-COLD-155-05,74996006,2.0,129.99942,-0.00527,2008-06-18 19:33:00,"Oct 5, 2015",99.178,0.0,150.0,"Jun 29, 2008",132.445933481,-17.7462494957,71.0,24.0
808,SAA-COLD-169-6,74996014,1.0,130.00014,0.04399,2010-06-17 19:36:00,"Jun 23, 2010",77.766,0.0,113.0,"Jun 24, 2010",132.432780281,-17.6986040263,71.0,24.0
811,SAA-COLD-269-1,74996018,1.0,130.00261,0.00105,2010-09-24 05:53:00,"Sep 30, 2010",62.29,0.0,606.0,"Oct 1, 2010",132.447378433,-17.7393051085,71.0,24.0
812,SAA-COLD-170-05,74996022,1.0,130.00402,0.04661,2012-06-11 17:58:00,"Jun 17, 2012",86.305,0.0,318.0,"Jun 18, 2012",132.435965438,-17.6950387737,71.0,24.0
813,SAA-COLD-155-05,74996001,1.0,130.00472,-0.00788,2007-06-17 20:19:00,"Jul 2, 2015",221.053,0.0,95.0,"Jun 28, 2007",132.452029721,-17.7473407681,71.0,24.0
814,SAA-COLD-155-5,74996011,1.0,130.01169,-0.00515,2009-06-04 17:53:00,"Jun 10, 2009",198.601,0.0,641.0,"Jun 11, 2009",132.458309534,-17.7428395395,71.0,24.0
815,NON-SCIENCE DAT,68159001,1.0,130.0177,-0.03974,2005-09-27 23:59:00,"Jan 13, 2015",297.717,0.0,356.0,"Oct 8, 2005",132.474142742,-17.7745447368,71.0,24.0
817,SAA-COLD-155-05,74996007,2.0,130.02689,-0.00257,2008-06-18 21:17:00,"Oct 5, 2015",107.524,0.0,8.0,"Jun 29, 2008",132.472954611,-17.7362722323,71.0,24.0
818,RMJ085436.6+003,83886002,1.0,133.54646,0.60895,2014-02-11 18:46:00,"Feb 21, 2014",198.131,197.291,205.0,"Feb 22, 2014",135.831386025,-16.1735617594,72.0,11.0
819,RMJ085436.6+003,83886003,1.0,133.60542,0.64804,2014-02-24 23:16:00,"Mar 6, 2014",24.389,0.0,1037.0,"Mar 7, 2014",135.878593185,-16.1192688728,72.0,11.0
